===== Starting battle of <FastClearBot> vs <SeeSawRush> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ 128 | 0 | 0 | >0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | >0 | 0< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | >-1< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | -2< | >0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | -3< | 0 | >0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | -4< | 0 | 0 | >0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | -5< | 0 | 0 | 0 | >128 ]
[ 128 | 0 | 0 | 0 | 0 | -6< | 0 | 0 | 0 | >128 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 0< | 0 | 0 | >-127 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 1< | 0 | 0 | >-126 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 2< | 0 | 0 | >-125 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 3< | 0 | 0 | >-125 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 4< | 0 | 0 | >-126 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5< | 0 | 0 | >-126 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | 0< | 0 | >-127 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -1< | 0 | >-127 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -2< | 0 | >128 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -3< | 0 | >128 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -4< | 0 | >127 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -4 | 0< | >127 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -4 | 1< | >126 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -4 | 2< | >126 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -4 | 3< | >125 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5 | -4< | 3 | >125 ]
[ 128 | 0 | 0 | 0 | 0 | -6 | 5< | -4 | 3 | >124 ]
[ 128 | 0 | 0 | 0 | 0 | -6< | 5 | -4 | 3 | >124 ]
[ 128 | 0 | 0 | 0 | 0< | -6 | 5 | -4 | 3 | >123 ]
[ 128 | 0 | 0 | 0 | -1< | -6 | 5 | -4 | 3 | >123 ]
[ 128 | 0 | 0 | 0 | -2< | -6 | 5 | -4 | 3 | >122 ]
[ 128 | 0 | 0 | 0 | -3< | -6 | 5 | -4 | 3 | >122 ]
[ 128 | 0 | 0 | 0 | -4< | -6 | 5 | -4 | 3 | >121 ]
[ 128 | 0 | 0 | 0 | -5< | -6 | 5 | -4 | 3 | >121 ]
[ 128 | 0 | 0 | 0< | -5 | -6 | 5 | -4 | 3 | >120 ]
[ 128 | 0 | 0 | 1< | -5 | -6 | 5 | -4 | 3 | >120 ]
[ 128 | 0 | 0 | 2< | -5 | -6 | 5 | -4 | 3 | >119 ]
