===== Starting battle of <AnybodyThere> vs <PolarBear> with memory tape size: 13 =====

[ 128 | -5 | 5 | 1 | >0 | 0 | -1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | 0 | -1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | -1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | -1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >-1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >-1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >-1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >1< | 1 | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >2 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >3 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >4 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >5 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >6 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >7 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >8 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >9 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >9 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >8 | 1< | -5 | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >8 | 1 | -5< | 5 | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >7 | 1 | -5 | 5< | 0 | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >7 | 1 | -5 | 5 | 0< | 0 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >6 | 1 | -5 | 5 | 0 | 0< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >6 | 1 | -5 | 5 | 0 | 1< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >5 | 1 | -5 | 5 | 0 | 2< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >5 | 1 | -5 | 5 | 0 | 3< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >4 | 1 | -5 | 5 | 0 | 4< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >4 | 1 | -5 | 5 | 0 | 5< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >3 | 1 | -5 | 5 | 0 | 6< | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >3 | 1 | -5 | 5 | 0< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >2 | 1 | -5 | 5 | 1< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >2 | 1 | -5 | 5 | 2< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >1 | 1 | -5 | 5 | 3< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >1 | 1 | -5 | 5 | 4< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | -5 | 5 | 5< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | -5 | 5 | 6< | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | -5 | 5< | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | 0 | >1 | -5< | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | 0 | >1< | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | 0< | >2 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0< | 0 | >3 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1 | 0< | 0 | 0 | >4 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1< | 0 | 0 | 0 | >5 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 1< | 0 | 0 | 0 | >6 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 0< | 0 | 0 | 0 | >7 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -1< | 0 | 0 | 0 | >8 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -2< | 0 | 0 | 0 | >9 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -3< | 0 | 0 | 0 | >10 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -4< | 0 | 0 | 0 | >11 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -5< | 0 | 0 | 0 | >11 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -5< | 0 | 0 | 0 | >10 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -4< | 0 | 0 | 0 | >10 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -4< | 0 | 0 | 0 | >9 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -3< | 0 | 0 | 0 | >9 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -3< | 0 | 0 | 0 | >8 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -2< | 0 | 0 | 0 | >8 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -2< | 0 | 0 | 0 | >7 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -1< | 0 | 0 | 0 | >7 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | -1< | 0 | 0 | 0 | >6 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 0< | 0 | 0 | 0 | >6 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 0< | 0 | 0 | 0 | >5 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5 | 0< | 0 | 0 | 0 | >5 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5< | 0 | 0 | 0 | 0 | >4 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 5< | 0 | 0 | 0 | 0 | >4 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 4< | 0 | 0 | 0 | 0 | >3 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 3< | 0 | 0 | 0 | 0 | >3 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 2< | 0 | 0 | 0 | 0 | >2 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 1< | 0 | 0 | 0 | 0 | >2 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 0< | 0 | 0 | 0 | 0 | >1 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | -1< | 0 | 0 | 0 | 0 | >1 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | -1< | 0 | 0 | 0 | 0 | >0 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 0< | 0 | 0 | 0 | 0 | >0 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 0< | 0 | 0 | 0 | 0 | >0 | -5 | 5 | 6 | 6 | 128 ]
[ 128 | -5 | 0< | 0 | 0 | 0 | 0 | 0 | >-5 | 5 | 6 | 6 | 128 ]
[ 128 | -5< | 0 | 0 | 0 | 0 | 0 | 0 | >-5 | 5 | 6 | 6 | 128 ]
[ 128 | -5< | 0 | 0 | 0 | 0 | 0 | 0 | >-4 | 5 | 6 | 6 | 128 ]
[ 128 | -6< | 0 | 0 | 0 | 0 | 0 | 0 | >-3 | 5 | 6 | 6 | 128 ]
[ 128 | -7< | 0 | 0 | 0 | 0 | 0 | 0 | >-2 | 5 | 6 | 6 | 128 ]
[ 128 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | >-1 | 5 | 6 | 6 | 128 ]
[ 128 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 5 | 6 | 6 | 128 ]
[ 128 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 5 | 6 | 6 | 128 ]
[ 128 | -11< | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 5 | 6 | 6 | 128 ]
[ 128 | -11< | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 5 | 6 | 6 | 128 ]
[ 128 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 5 | 6 | 6 | 128 ]
[ 128 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 5 | 6 | 6 | 128 ]
[ 128 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 5 | 6 | 6 | 128 ]
[ 128 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 5 | 6 | 6 | 128 ]
[ 128 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 5 | 6 | 6 | 128 ]
[ 128 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 5 | 6 | 6 | 128 ]
[ 128 | -7< | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 5 | 6 | 6 | 128 ]
[ 128 | -7< | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 5 | 6 | 6 | 128 ]
[ 128 | -6< | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 5 | 6 | 6 | 128 ]
[ 128 | -6< | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 5 | 6 | 6 | 128 ]
[ 128 | -5< | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 5 | 6 | 6 | 128 ]
[ 128 | -5< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 5 | 6 | 6 | 128 ]
[ 128 | -4< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 5 | 6 | 6 | 128 ]
[ 128 | -4< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 5 | 6 | 6 | 128 ]
[ 128 | -3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 6 | 6 | 128 ]
[ 128 | -3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 6 | 6 | 128 ]
[ 128 | -2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 6 | 128 ]
[ 128 | -2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 6 | 6 | 128 ]
[ 128 | -1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 6 | 6 | 128 ]
[ 128 | -1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 6 | 6 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 6 | 6 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 6 | 6 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 6 | 6 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 6 | 6 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 6 | 6 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 6 | 6 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 6 | 6 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 6 | 6 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 6 | 6 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 6 | 6 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 6 | 6 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 6 | 6 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 6 | 6 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 6 | 6 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 6 | 6 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 6 | 6 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 6 | 6 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 6 | 6 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 6 | 6 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 6 | 6 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 6 | 6 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 6 | 6 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 6 | 6 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 6 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 6 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 6 | 6 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 6 | 6 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 6 | 6 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 6 | 6 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 6 | 6 | 128 ]
[ -124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 6 | 6 | 128 ]
[ -124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 6 | 6 | 128 ]
[ -123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 6 | 6 | 128 ]
[ -123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 6 | 6 | 128 ]
[ -122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 6 | 6 | 128 ]
[ -122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 6 | 6 | 128 ]
[ -121< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 6 | 6 | 128 ]
[ -121< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 6 | 6 | 128 ]
[ -120< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 128 ]
[ -120< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 128 ]
[ -119< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 6 | 128 ]
[ -119< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 6 | 128 ]
[ -118< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 6 | 128 ]
[ -118< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 6 | 128 ]
[ -117< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 6 | 128 ]
[ -117< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 6 | 128 ]
[ -116< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 6 | 128 ]
[ -116< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 6 | 128 ]
[ -115< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 6 | 128 ]
[ -115< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >16 | 6 | 128 ]
[ -114< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >16 | 6 | 128 ]
[ -114< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 6 | 128 ]
[ -113< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 6 | 128 ]
[ -113< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 6 | 128 ]
[ -112< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 6 | 128 ]
[ -112< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 6 | 128 ]
[ -111< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 6 | 128 ]
[ -111< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 6 | 128 ]
[ -110< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 6 | 128 ]
[ -110< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 6 | 128 ]
[ -109< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 6 | 128 ]
[ -109< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 6 | 128 ]
[ -108< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 6 | 128 ]
[ -108< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 6 | 128 ]
[ -107< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 6 | 128 ]
[ -107< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 6 | 128 ]
[ -106< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 6 | 128 ]
[ -106< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 6 | 128 ]
[ -105< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 6 | 128 ]
[ -105< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 128 ]
[ -104< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 6 | 128 ]
[ -104< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 6 | 128 ]
[ -103< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 6 | 128 ]
[ -103< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 6 | 128 ]
[ -102< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 6 | 128 ]
[ -102< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 6 | 128 ]
[ -101< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 6 | 128 ]
[ -101< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 6 | 128 ]
[ -100< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 6 | 128 ]
[ -100< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 6 | 128 ]
[ -99< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 6 | 128 ]
[ -99< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 6 | 128 ]
[ -98< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 6 | 128 ]
[ -98< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 6 | 128 ]
[ -97< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 128 ]
[ -97< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 128 ]
[ -96< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 128 ]
[ -96< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 128 ]
[ -95< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 128 ]
[ -95< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 128 ]
[ -94< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 128 ]
[ -94< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 128 ]
[ -93< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 128 ]
[ -93< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 128 ]
[ -92< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 128 ]
[ -92< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >16 | 128 ]
[ -91< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >16 | 128 ]
[ -91< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 128 ]
[ -90< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >15 | 128 ]
[ -90< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 128 ]
[ -89< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >14 | 128 ]
[ -89< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 128 ]
[ -88< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >13 | 128 ]
[ -88< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 128 ]
[ -87< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >12 | 128 ]
[ -87< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 128 ]
[ -86< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >11 | 128 ]
[ -86< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 128 ]
[ -85< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >10 | 128 ]
[ -85< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 128 ]
[ -84< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >9 | 128 ]
[ -84< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 128 ]
[ -83< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >8 | 128 ]
[ -83< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 128 ]
[ -82< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >7 | 128 ]
[ -82< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 128 ]
[ -81< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >6 | 128 ]
[ -81< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 128 ]
[ -80< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >5 | 128 ]
[ -80< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 128 ]
[ -79< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 128 ]
[ -79< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ -78< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ -78< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ -77< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
