===== Starting battle of <AnybodyThere> vs <TruthBot> with memory tape size: 27 =====

[ 128 | 0 | >5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | 2 | 128 ]
[ 128 | >0 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | 2 | 128 ]
[ 128 | >-1 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | -4 | 2 | 128 ]
[ 128 | >-2 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | -4 | 2 | 128 ]
[ 128 | >-3 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 2 | -4 | 2 | 128 ]
[ 128 | >-4 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 2 | -4 | 2 | 128 ]
[ 128 | >-5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | 2 | -4 | 2 | 128 ]
[ 128 | -5 | >5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | 0 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | 0 | >5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >0 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-1 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-2 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-3 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-4 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | 0 | >-5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 1 | >0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >1 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >0 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >0 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | >0 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | >0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | >-5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | >5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 1< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0< | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | >0 | 0 | 0 | 0< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | >1 | 0 | 0 | 1< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | 0 | 0 | 2< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >0 | 0 | 1 | 0 | 0 | 3< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0 | 0 | 0 | 1 | 0 | 0 | 4< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 0 | 0 | 0 | 1 | 0 | 0 | 4< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 0 | 0 | 0 | 1 | 0 | 0 | 3< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0 | 0 | 0 | 1 | 0 | 0 | 3< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >0 | 0 | 1 | 0 | 0 | 2< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >0 | 1 | 0 | 0 | 2< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >1 | 1 | 0 | 0 | 1< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >2 | 1 | 0 | 0 | 1< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >3 | 1 | 0 | 0 | 0< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >4 | 1 | 0 | 0 | 0< | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | 0 | >5 | 1 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >0 | 5 | 1 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >-1 | 5 | 1 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >-2 | 5 | 1 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >-3 | 5 | 1 | 0 | 4< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >-4 | 5 | 1 | 0 | 4< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | 0 | >-5 | 5 | 1 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0 | -5 | 5 | 1 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 0 | -5 | 5 | 1 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 0 | -5 | 5 | 1 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >0 | 0 | -5 | 5 | 1 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >0 | 0 | -5 | 5 | 1 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >0 | 0 | -5 | 5 | 1 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | >0 | -5 | 5 | 1 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | >-5 | 5 | 1 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | >5 | 1 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | >1 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >5< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >5< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >6< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >6< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >7< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >7< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >8< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >8< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >8< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >6< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >6< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1 | >0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 1< | >0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 2< | 0 | >0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 3< | 0 | >0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | 0 | 0 | -5 | 5 | 4< | 0 | 0 | >0 | 0 | 0 | -4 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
