===== Starting battle of <LightfootPlodder> vs <PolarBearMkII> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 128 ]
[ 128 | >-3 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | 128 ]
[ 128 | >-4 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-1 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-2 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-3 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-4 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-5 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-6 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-7 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | >0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | >-1 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | >-2 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | >-3 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | >-4 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >1 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >2 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >3 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >4 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >5 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >6 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | >7 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-1 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-2 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-3 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-4 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-5 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-6 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-7 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-8 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-9 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-10 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-11 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-12 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-13 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-14 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-15 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-16 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-17 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >0 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >1 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >2 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >3 | -1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | >-1< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | >-2< | 2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-2 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-3 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-4 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-5 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-7 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | >-8 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-127 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-126 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-125 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-124 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-123 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-122 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-121 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-120 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-119 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-118 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-117 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-116 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-115 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -2< | -8 | >-114 ]
