===== Starting battle of <Bigger> vs <PrimesAndWonders> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >-127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ -127 | >0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ -127 | >-1 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ -127 | -1 | >0 | 0 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ -127 | -1 | >1 | 0 | 0< | 0 | 0 | 0 | 0 | 128 ]
[ -127 | -1 | 1 | >0 | -1< | 0 | 0 | 0 | 0 | 128 ]
[ -127 | -1 | 1 | >1 | -1 | 0< | 0 | 0 | 0 | 128 ]
[ -127 | -1 | 1 | 1 | >-1 | 0 | 0< | 0 | 0 | 128 ]
[ -127 | -1 | 1 | 1 | >-2 | 0 | 0 | 0< | 0 | 128 ]
[ -127 | -1 | 1 | 1 | -2 | >0 | 0 | 0 | 0< | 128 ]
[ -127 | -1 | 1 | 1 | -2 | >-1 | 0 | 0 | 0 | 128< ]
[ -127 | -1 | 1 | 1 | -2 | >-2 | 0 | 0 | 0 | 127< ]
[ -127 | -1 | 1 | 1 | -2 | >-3 | 0 | 0 | 0 | 126< ]
[ -127 | -1 | 1 | 1 | -2 | >-4 | 0 | 0 | 0 | 125< ]
[ -127 | -1 | 1 | 1 | -2 | >-5 | 0 | 0 | 0< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-6 | 0 | 0 | -1< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-7 | 0 | 0 | -2< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-8 | 0 | 0 | -3< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-9 | 0 | 0 | -4< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-10 | 0 | 0 | -5< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-11 | 0 | 0 | -6< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-12 | 0 | 0 | -7< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-13 | 0 | 0 | -8< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-14 | 0 | 0 | -9< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-15 | 0 | 0 | -10< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-16 | 0 | 0 | -11< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-17 | 0 | 0 | -12< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | >-18 | 0 | 0 | -13< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | -18 | >0 | 0 | -14< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | -18 | >1 | 0 | -15< | 125 ]
[ -127 | -1 | 1 | 1 | -2 | -18 | >2 | 0 | -16< | 125 ]
