===== Starting battle of <ParanoidBot> vs <NestDarwin> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 127< ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 126< ]
[ 128 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 125< ]
[ 128 | -1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 124< ]
[ 128 | -1 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 123< ]
[ 128 | -1 | 0 | 0 | 0 | >0 | 0 | 0 | 0< | 123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | >0 | 0 | 0< | 123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | >0 | -1< | 123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | >-2< | 123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | >123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | >124 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | >124 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | >125 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | >125 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | >126 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | >126 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -1< | -7 | >127 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -2< | -7 | >127 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -3< | -7 | >128 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -4< | -7 | >128 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -5< | -7 | >-127 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -6< | -7 | >-127 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0 | -7< | -7 | >-126 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0< | -7 | -7 | >-126 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | 0< | -7 | -7 | >-125 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -1< | -7 | -7 | >-125 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -2< | -7 | -7 | >-124 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -3< | -7 | -7 | >-124 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -4< | -7 | -7 | >-123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -5< | -7 | -7 | >-123 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -6< | -7 | -7 | >-122 ]
[ 128 | -1 | 0 | 0 | 0 | 0 | -7< | -7 | -7 | >-122 ]
[ 128 | -1 | 0 | 0 | 0 | 0< | -7 | -7 | -7 | >-121 ]
[ 128 | -1 | 0 | 0 | 0 | 0< | -7 | -7 | -7 | >-121 ]
[ 128 | -1 | 0 | 0 | 0 | -1< | -7 | -7 | -7 | >-120 ]
[ 128 | -1 | 0 | 0 | 0 | -2< | -7 | -7 | -7 | >-120 ]
[ 128 | -1 | 0 | 0 | 0< | -2 | -7 | -7 | -7 | >-119 ]
[ 128 | -1 | 0 | 0 | 0< | -2 | -7 | -7 | -7 | >-119 ]
[ 128 | -1 | 0 | 0 | -1< | -2 | -7 | -7 | -7 | >-118 ]
[ 128 | -1 | 0 | 0 | -2< | -2 | -7 | -7 | -7 | >-118 ]
[ 128 | -1 | 0 | 0< | -2 | -2 | -7 | -7 | -7 | >-117 ]
[ 128 | -1 | 0 | 0< | -2 | -2 | -7 | -7 | -7 | >-117 ]
[ 128 | -1 | 0 | -1< | -2 | -2 | -7 | -7 | -7 | >-116 ]
[ 128 | -1 | 0 | -2< | -2 | -2 | -7 | -7 | -7 | >-116 ]
[ 128 | -1 | 0< | -2 | -2 | -2 | -7 | -7 | -7 | >-115 ]
[ 128 | -1 | 0< | -2 | -2 | -2 | -7 | -7 | -7 | >-115 ]
[ 128 | -1 | -1< | -2 | -2 | -2 | -7 | -7 | -7 | >-114 ]
[ 128 | -1 | -2< | -2 | -2 | -2 | -7 | -7 | -7 | >-114 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-113 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-113 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-112 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-112 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-111 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-111 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-110 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-110 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-109 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-109 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-108 ]
[ 128 | -9< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-108 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-107 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-107 ]
[ 128 | -8< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-106 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-106 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-105 ]
[ 128 | -7< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-105 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-104 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-104 ]
[ 128 | -6< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-103 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-103 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-102 ]
[ 128 | -5< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-102 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-101 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-101 ]
[ 128 | -4< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-100 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-100 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-99 ]
[ 128 | -3< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-99 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-98 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-98 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-97 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-97 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-96 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-96 ]
[ 128 | 0< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-95 ]
[ 128 | 0< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-95 ]
[ 128 | 0< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-94 ]
[ 128 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-94 ]
[ 128 | -2< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-93 ]
[ 128< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-93 ]
[ 128< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-92 ]
[ 127< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-92 ]
[ 126< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-91 ]
[ 125< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-91 ]
[ 124< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-90 ]
[ 123< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-90 ]
[ 122< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-89 ]
[ 121< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-89 ]
[ 120< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-88 ]
[ 120< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-88 ]
[ 120< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-87 ]
[ 121< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | >-87 ]
