===== Starting battle of <Bigger> vs <Geronimo> with memory tape size: 11 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >-127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ -127 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ -127 | >-1 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ -127 | -1 | >0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ -127 | -1 | >1 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 128 ]
[ -127 | -1 | 1 | >0 | 0< | 0 | 0 | 0 | 0 | 0 | 128 ]
[ -127 | -1 | 1 | >1< | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ -127 | -1 | 1< | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ -127 | -1< | 1 | 1 | >-1 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ -127< | -1 | 1 | 1 | -1 | >0 | 0 | 0 | 0 | 0 | 128 ]
[ -127< | -1 | 1 | 1 | -1 | >-1 | 0 | 0 | 0 | 0 | 128 ]
[ 128< | -1 | 1 | 1 | -1 | >-2 | 0 | 0 | 0 | 0 | 128 ]
[ 128< | -1 | 1 | 1 | -1 | >-3 | 0 | 0 | 0 | 0 | 128 ]
[ 127< | -1 | 1 | 1 | -1 | >-4 | 0 | 0 | 0 | 0 | 128 ]
[ 127< | -1 | 1 | 1 | -1 | >-5 | 0 | 0 | 0 | 0 | 128 ]
[ 126< | -1 | 1 | 1 | -1 | >-6 | 0 | 0 | 0 | 0 | 128 ]
[ 126< | -1 | 1 | 1 | -1 | >-7 | 0 | 0 | 0 | 0 | 128 ]
[ 125< | -1 | 1 | 1 | -1 | >-8 | 0 | 0 | 0 | 0 | 128 ]
[ 125< | -1 | 1 | 1 | -1 | >-9 | 0 | 0 | 0 | 0 | 128 ]
[ 124< | -1 | 1 | 1 | -1 | >-10 | 0 | 0 | 0 | 0 | 128 ]
[ 124< | -1 | 1 | 1 | -1 | >-11 | 0 | 0 | 0 | 0 | 128 ]
[ 123< | -1 | 1 | 1 | -1 | >-12 | 0 | 0 | 0 | 0 | 128 ]
[ 123< | -1 | 1 | 1 | -1 | >-13 | 0 | 0 | 0 | 0 | 128 ]
[ 122< | -1 | 1 | 1 | -1 | >-14 | 0 | 0 | 0 | 0 | 128 ]
[ 122< | -1 | 1 | 1 | -1 | >-15 | 0 | 0 | 0 | 0 | 128 ]
[ 121< | -1 | 1 | 1 | -1 | >-16 | 0 | 0 | 0 | 0 | 128 ]
[ 121< | -1 | 1 | 1 | -1 | >-17 | 0 | 0 | 0 | 0 | 128 ]
[ 120< | -1 | 1 | 1 | -1 | >-18 | 0 | 0 | 0 | 0 | 128 ]
[ 120< | -1 | 1 | 1 | -1 | -18 | >0 | 0 | 0 | 0 | 128 ]
[ 119< | -1 | 1 | 1 | -1 | -18 | >1 | 0 | 0 | 0 | 128 ]
[ 119< | -1 | 1 | 1 | -1 | -18 | >2 | 0 | 0 | 0 | 128 ]
[ 118< | -1 | 1 | 1 | -1 | -18 | >3 | 0 | 0 | 0 | 128 ]
[ 118< | -1 | 1 | 1 | -1 | -18 | >4 | 0 | 0 | 0 | 128 ]
[ 117< | -1 | 1 | 1 | -1 | -18 | >5 | 0 | 0 | 0 | 128 ]
[ 117< | -1 | 1 | 1 | -1 | -18 | >6 | 0 | 0 | 0 | 128 ]
[ 116< | -1 | 1 | 1 | -1 | -18 | >7 | 0 | 0 | 0 | 128 ]
[ 116< | -1 | 1 | 1 | -1 | -18 | >8 | 0 | 0 | 0 | 128 ]
[ 115< | -1 | 1 | 1 | -1 | -18 | >9 | 0 | 0 | 0 | 128 ]
[ 115< | -1 | 1 | 1 | -1 | -18 | >10 | 0 | 0 | 0 | 128 ]
[ 114< | -1 | 1 | 1 | -1 | -18 | >11 | 0 | 0 | 0 | 128 ]
[ 114< | -1 | 1 | 1 | -1 | -18 | >12 | 0 | 0 | 0 | 128 ]
[ 113< | -1 | 1 | 1 | -1 | -18 | >13 | 0 | 0 | 0 | 128 ]
[ 113< | -1 | 1 | 1 | -1 | -18 | >14 | 0 | 0 | 0 | 128 ]
[ 112< | -1 | 1 | 1 | -1 | -18 | >15 | 0 | 0 | 0 | 128 ]
[ 112< | -1 | 1 | 1 | -1 | -18 | >16 | 0 | 0 | 0 | 128 ]
[ 111< | -1 | 1 | 1 | -1 | -18 | >17 | 0 | 0 | 0 | 128 ]
[ 111< | -1 | 1 | 1 | -1 | -18 | >18 | 0 | 0 | 0 | 128 ]
[ 110< | -1 | 1 | 1 | -1 | -18 | 18 | >0 | 0 | 0 | 128 ]
[ 110< | -1 | 1 | 1 | -1 | -18 | 18 | >-1 | 0 | 0 | 128 ]
[ 109< | -1 | 1 | 1 | -1 | -18 | 18 | >-2 | 0 | 0 | 128 ]
[ 109< | -1 | 1 | 1 | -1 | -18 | 18 | >-3 | 0 | 0 | 128 ]
[ 108< | -1 | 1 | 1 | -1 | -18 | 18 | >-4 | 0 | 0 | 128 ]
[ 108< | -1 | 1 | 1 | -1 | -18 | 18 | >-5 | 0 | 0 | 128 ]
[ 107< | -1 | 1 | 1 | -1 | -18 | 18 | >-6 | 0 | 0 | 128 ]
[ 107< | -1 | 1 | 1 | -1 | -18 | 18 | >-7 | 0 | 0 | 128 ]
[ 106< | -1 | 1 | 1 | -1 | -18 | 18 | >-8 | 0 | 0 | 128 ]
[ 106< | -1 | 1 | 1 | -1 | -18 | 18 | >-9 | 0 | 0 | 128 ]
[ 105< | -1 | 1 | 1 | -1 | -18 | 18 | >-10 | 0 | 0 | 128 ]
[ 105< | -1 | 1 | 1 | -1 | -18 | 18 | >-11 | 0 | 0 | 128 ]
[ 104< | -1 | 1 | 1 | -1 | -18 | 18 | >-12 | 0 | 0 | 128 ]
[ 104< | -1 | 1 | 1 | -1 | -18 | 18 | >-13 | 0 | 0 | 128 ]
[ 103< | -1 | 1 | 1 | -1 | -18 | 18 | >-14 | 0 | 0 | 128 ]
[ 103< | -1 | 1 | 1 | -1 | -18 | 18 | >-15 | 0 | 0 | 128 ]
[ 102< | -1 | 1 | 1 | -1 | -18 | 18 | >-16 | 0 | 0 | 128 ]
[ 102< | -1 | 1 | 1 | -1 | -18 | 18 | >-17 | 0 | 0 | 128 ]
[ 101< | -1 | 1 | 1 | -1 | -18 | 18 | >-18 | 0 | 0 | 128 ]
[ 101< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >0 | 0 | 128 ]
[ 100< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >1 | 0 | 128 ]
[ 100< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >2 | 0 | 128 ]
[ 99< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >3 | 0 | 128 ]
[ 99< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >4 | 0 | 128 ]
[ 98< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >5 | 0 | 128 ]
[ 98< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >6 | 0 | 128 ]
[ 97< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >7 | 0 | 128 ]
[ 97< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >8 | 0 | 128 ]
[ 96< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >9 | 0 | 128 ]
[ 96< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >10 | 0 | 128 ]
[ 95< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >11 | 0 | 128 ]
[ 95< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >12 | 0 | 128 ]
[ 94< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >13 | 0 | 128 ]
[ 94< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >14 | 0 | 128 ]
[ 93< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >15 | 0 | 128 ]
[ 93< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >16 | 0 | 128 ]
[ 92< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >17 | 0 | 128 ]
[ 92< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | >18 | 0 | 128 ]
[ 91< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | >0 | 128 ]
[ 91< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | >0 | 128 ]
[ 90< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | >0 | 128 ]
[ 90< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >128 ]
[ 89< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >128 ]
[ 89< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-127 ]
[ 88< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-126 ]
[ 88< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-125 ]
[ 87< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-124 ]
[ 87< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-123 ]
[ 86< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-122 ]
[ 86< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-121 ]
[ 85< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-120 ]
[ 85< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-119 ]
[ 84< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-118 ]
[ 84< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-117 ]
[ 83< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-116 ]
[ 83< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-115 ]
[ 82< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-114 ]
[ 82< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-113 ]
[ 81< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-112 ]
[ 81< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-111 ]
[ 80< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-110 ]
[ 80< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-110 ]
[ 79< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-111 ]
[ 79< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-111 ]
[ 78< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-112 ]
[ 78< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-112 ]
[ 77< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-113 ]
[ 77< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-113 ]
[ 76< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-114 ]
[ 76< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-114 ]
[ 75< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-115 ]
[ 75< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-115 ]
[ 74< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-116 ]
[ 74< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-116 ]
[ 73< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-117 ]
[ 73< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-117 ]
[ 72< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-118 ]
[ 72< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-118 ]
[ 71< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-119 ]
[ 71< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-119 ]
[ 70< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-120 ]
[ 70< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-120 ]
[ 69< | -1 | 1 | 1 | -1 | -18 | 18 | -18 | 18 | 0 | >-121 ]
