===== Starting battle of <Backtracker> vs <Geronimo> with memory tape size: 12 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ 128 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | >0 | 0 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | >0 | 0< | 0 | 0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0< | >0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0< | 0 | 0 | >0 | 0 | 0 | 0 | 128 ]
[ 128 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 128 ]
[ 128 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-1 | 0 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-2 | 0 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-3 | 0 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-4 | 0 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | -4 | 0 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | -4 | 0 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 1 | -4 | 0 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | >-1 | 1 | -4 | 0 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | >0 | -1 | 1 | -4 | 0 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | >1 | -1 | 1 | -4 | 0 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | >2 | -1 | 1 | -4 | 0 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | >3 | -1 | 1 | -4 | 0 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | >4 | -1 | 1 | -4 | 0 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | >0 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | >-1 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | >-2 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | >-3 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | >-4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 120< | 0 | 0 | 0 | >0 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 120< | 0 | 0 | 0 | >1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 119< | 0 | 0 | >0 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 119< | 0 | 0 | >-1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 118< | 0 | >0 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 118< | 0 | >1 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 117< | 0 | >2 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 117< | 0 | >3 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 116< | 0 | >4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 116< | >0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 115< | 0 | >4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 115< | 0 | 4 | >-1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 114< | 0 | 4 | -1 | >1 | -4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 114< | 0 | 4 | -1 | 1 | >-4 | 4 | -1 | 1 | -4 | 0 | 128 ]
[ 113< | 0 | 4 | -1 | 1 | -4 | >4 | -1 | 1 | -4 | 0 | 128 ]
[ 113< | 0 | 4 | -1 | 1 | -4 | 4 | >-1 | 1 | -4 | 0 | 128 ]
[ 112< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | >1 | -4 | 0 | 128 ]
[ 112< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | >-4 | 0 | 128 ]
[ 111< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | >0 | 128 ]
[ 111< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | >0 | 128 ]
[ 110< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >128 ]
[ 110< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >128 ]
[ 109< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >127 ]
[ 109< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >127 ]
[ 108< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >126 ]
[ 108< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >126 ]
[ 107< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >125 ]
[ 107< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >125 ]
[ 106< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >124 ]
[ 106< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >124 ]
[ 105< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >123 ]
[ 105< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >123 ]
[ 104< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >122 ]
[ 104< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >122 ]
[ 103< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >121 ]
[ 103< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >121 ]
[ 102< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >120 ]
[ 102< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >120 ]
[ 101< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >119 ]
[ 101< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >119 ]
[ 100< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >118 ]
[ 100< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >118 ]
[ 99< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >117 ]
[ 99< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >117 ]
[ 98< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >116 ]
[ 98< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >116 ]
[ 97< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >115 ]
[ 97< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >115 ]
[ 96< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >114 ]
[ 96< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >114 ]
[ 95< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >113 ]
[ 95< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >113 ]
[ 94< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >112 ]
[ 94< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >112 ]
[ 93< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >111 ]
[ 93< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >111 ]
[ 92< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >110 ]
[ 92< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >110 ]
[ 91< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >109 ]
[ 91< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >109 ]
[ 90< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >108 ]
[ 90< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >108 ]
[ 89< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >107 ]
[ 89< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >107 ]
[ 88< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >106 ]
[ 88< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >106 ]
[ 87< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >105 ]
[ 87< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >105 ]
[ 86< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >104 ]
[ 86< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >104 ]
[ 85< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >103 ]
[ 85< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >103 ]
[ 84< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >102 ]
[ 84< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >102 ]
[ 83< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >101 ]
[ 83< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >101 ]
[ 82< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >100 ]
[ 82< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >100 ]
[ 81< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >99 ]
[ 81< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >99 ]
[ 80< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >98 ]
[ 80< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >98 ]
[ 79< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >97 ]
[ 79< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >97 ]
[ 78< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >96 ]
[ 78< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >96 ]
[ 77< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >95 ]
[ 77< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >95 ]
[ 76< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >94 ]
[ 76< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >94 ]
[ 75< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >93 ]
[ 75< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >93 ]
[ 74< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >92 ]
[ 74< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >92 ]
[ 73< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >91 ]
[ 73< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >91 ]
[ 72< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >90 ]
[ 72< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >90 ]
[ 71< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >89 ]
[ 71< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >89 ]
[ 70< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >88 ]
[ 70< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >88 ]
[ 69< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >87 ]
[ 69< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >87 ]
[ 68< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >86 ]
[ 68< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >86 ]
[ 67< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >85 ]
[ 67< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >85 ]
[ 66< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >84 ]
[ 66< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >84 ]
[ 65< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >83 ]
[ 65< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >83 ]
[ 64< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >82 ]
[ 64< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >82 ]
[ 63< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >81 ]
[ 63< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >81 ]
[ 62< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >80 ]
[ 62< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >80 ]
[ 61< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >79 ]
[ 61< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >79 ]
[ 60< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >78 ]
[ 60< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >78 ]
[ 59< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >77 ]
[ 59< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >77 ]
[ 58< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >76 ]
[ 58< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >76 ]
[ 57< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >75 ]
[ 57< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >75 ]
[ 56< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >74 ]
[ 56< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >74 ]
[ 55< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >73 ]
[ 55< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >73 ]
[ 54< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >72 ]
[ 54< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >72 ]
[ 53< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >71 ]
[ 53< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >71 ]
[ 52< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >70 ]
[ 52< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >70 ]
[ 51< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >69 ]
[ 51< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >69 ]
[ 50< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >68 ]
[ 50< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >68 ]
[ 49< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >67 ]
[ 49< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >67 ]
[ 48< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >66 ]
[ 48< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >66 ]
[ 47< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >65 ]
[ 47< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >65 ]
[ 46< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >64 ]
[ 46< | 0 | 4 | -1 | 1 | -4 | 4 | -1 | 1 | -4 | 0 | >64 ]
