===== Starting battle of <DontUnderstand> vs <TruthBot> with memory tape size: 16 =====

[ 128 | 0 | 4< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -124< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -124< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 120< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 120< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 119< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 119< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 118< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 118< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 117< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 117< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 116< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 116< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 115< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 115< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 114< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 114< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 113< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 113< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 112< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 112< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 111< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 111< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 110< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 110< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 109< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 109< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 108< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 108< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 107< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 107< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 106< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 106< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 105< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 105< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 104< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 104< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 103< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 103< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 102< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 102< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 101< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 101< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 100< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 100< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 99< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 99< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 98< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 98< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 97< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 97< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 96< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 96< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 95< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 95< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 94< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 94< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 93< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 93< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 92< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 92< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 91< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 91< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 90< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 90< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 89< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 89< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 88< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 88< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 87< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
[ 87< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | -4 | 3 | -5 | >3 | 128 ]
