===== Starting battle of <BurlyBalder> vs <SeeSawRush> with memory tape size: 24 =====

[ 128 | 7 | -7 | 7 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6 | 5< | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | >7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5< | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5< | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >4 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >5 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >6 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | >7 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >0 | 0 | 0 | 0 | 0< | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-1 | 0 | 0 | 0 | 0< | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-2 | 0 | 0 | 0< | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-3 | 0 | 0 | 0< | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-4 | 0 | 0< | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-5 | 0 | 0< | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-6 | 0< | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-7 | 0< | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | >-7< | 0 | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -7< | >0 | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -6< | >0 | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -5< | >-1 | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -4< | >-1 | 0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -3< | -1 | >0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -3< | -1 | >0 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -4< | -1 | >-1 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -4< | -1 | >-1 | 0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -5< | -1 | -1 | >0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -5< | -1 | -1 | >0 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -6< | -1 | -1 | >-1 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -6< | -1 | -1 | >-1 | 0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -7< | -1 | -1 | -1 | >0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -7< | -1 | -1 | -1 | >0 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -8< | -1 | -1 | -1 | >-1 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -8< | -1 | -1 | -1 | >-1 | 0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -9< | -1 | -1 | -1 | -1 | >0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -9< | -1 | -1 | -1 | -1 | >0 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -10< | -1 | -1 | -1 | -1 | >-1 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -10< | -1 | -1 | -1 | -1 | >-1 | 0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -11< | -1 | -1 | -1 | -1 | -1 | >0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -11< | -1 | -1 | -1 | -1 | -1 | >0 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -12< | -1 | -1 | -1 | -1 | -1 | >-1 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -12< | -1 | -1 | -1 | -1 | -1 | >-1 | 5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -13< | -1 | -1 | -1 | -1 | -1 | -1 | >5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -13< | -1 | -1 | -1 | -1 | -1 | -1 | >5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -14< | -1 | -1 | -1 | -1 | -1 | -1 | >6 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -14< | -1 | -1 | -1 | -1 | -1 | -1 | >6 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -15< | -1 | -1 | -1 | -1 | -1 | -1 | >7 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -15< | -1 | -1 | -1 | -1 | -1 | -1 | >7 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -16< | -1 | -1 | -1 | -1 | -1 | -1 | >8 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -16< | -1 | -1 | -1 | -1 | -1 | -1 | >8 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -17< | -1 | -1 | -1 | -1 | -1 | -1 | >9 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -17< | -1 | -1 | -1 | -1 | -1 | -1 | >9 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -18< | -1 | -1 | -1 | -1 | -1 | -1 | >10 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -18< | -1 | -1 | -1 | -1 | -1 | -1 | >10 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -19< | -1 | -1 | -1 | -1 | -1 | -1 | >11 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -19< | -1 | -1 | -1 | -1 | -1 | -1 | >11 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -20< | -1 | -1 | -1 | -1 | -1 | -1 | >10 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -20< | -1 | -1 | -1 | -1 | -1 | -1 | >9 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -21< | -1 | -1 | -1 | -1 | -1 | -1 | >8 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -21< | -1 | -1 | -1 | -1 | -1 | -1 | >7 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -22< | -1 | -1 | -1 | -1 | -1 | -1 | >6 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -22< | -1 | -1 | -1 | -1 | -1 | -1 | >5 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -23< | -1 | -1 | -1 | -1 | -1 | -1 | >4 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -23< | -1 | -1 | -1 | -1 | -1 | -1 | >4 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -24< | -1 | -1 | -1 | -1 | -1 | -1 | >3 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -24< | -1 | -1 | -1 | -1 | -1 | -1 | >3 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -25< | -1 | -1 | -1 | -1 | -1 | -1 | >2 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -25< | -1 | -1 | -1 | -1 | -1 | -1 | >2 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -26< | -1 | -1 | -1 | -1 | -1 | -1 | >1 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -26< | -1 | -1 | -1 | -1 | -1 | -1 | >1 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -27< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -27< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -28< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -28< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -29< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -29< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -30< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -30< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -31< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -31< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -32< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -32< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -33< | -1 | -1 | -1 | -1 | -1 | -1 | >0 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -33< | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -34< | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -34< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -35< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-5 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -35< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-4 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -36< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-4 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
[ 128 | 7 | -7 | 7 | -7 | 7 | -7 | 7 | -36< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-3 | 5 | -5 | -6 | 5 | -4 | 3 | 128 ]
