===== Starting battle of <Alternator> vs <TerribleThor> with memory tape size: 20 =====

[ 128 | 1 | -43< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >88 ]
[ 128 | 1 | -44< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >87 ]
[ 128 | 1 | -44< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >87 ]
[ 128 | 1 | -45< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >86 ]
[ 128 | 1 | -45< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >86 ]
[ 128 | 1 | -46< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >85 ]
[ 128 | 1 | -46< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >85 ]
[ 128 | 1 | -47< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >84 ]
[ 128 | 1 | -47< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >84 ]
[ 128 | 1 | -48< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >83 ]
[ 128 | 1 | -48< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >83 ]
[ 128 | 1 | -49< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >82 ]
[ 128 | 1 | -49< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >82 ]
[ 128 | 1 | -50< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >81 ]
[ 128 | 1 | -50< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >81 ]
[ 128 | 1 | -51< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >80 ]
[ 128 | 1 | -51< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >80 ]
[ 128 | 1 | -52< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >79 ]
[ 128 | 1 | -52< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >79 ]
[ 128 | 1 | -53< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >78 ]
[ 128 | 1 | -53< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >78 ]
[ 128 | 1 | -54< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >77 ]
[ 128 | 1 | -54< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >77 ]
[ 128 | 1 | -55< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >76 ]
[ 128 | 1 | -55< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >76 ]
[ 128 | 1 | -56< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >75 ]
[ 128 | 1 | -56< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >75 ]
[ 128 | 1 | -57< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >74 ]
[ 128 | 1 | -57< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >74 ]
[ 128 | 1 | -58< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >73 ]
[ 128 | 1 | -58< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >73 ]
[ 128 | 1 | -59< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >72 ]
[ 128 | 1 | -59< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >72 ]
[ 128 | 1 | -60< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >71 ]
[ 128 | 1 | -60< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >71 ]
[ 128 | 1 | -61< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >70 ]
[ 128 | 1 | -61< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >70 ]
[ 128 | 1 | -62< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >69 ]
[ 128 | 1 | -62< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >69 ]
[ 128 | 1 | -63< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >68 ]
[ 128 | 1 | -63< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >68 ]
[ 128 | 1 | -64< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >67 ]
[ 128 | 1 | -64< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >67 ]
[ 128 | 1 | -65< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >66 ]
[ 128 | 1 | -65< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >66 ]
[ 128 | 1 | -66< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >65 ]
[ 128 | 1 | -66< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >65 ]
[ 128 | 1 | -67< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >64 ]
[ 128 | 1 | -67< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >64 ]
[ 128 | 1 | -68< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >63 ]
[ 128 | 1 | -68< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >63 ]
[ 128 | 1 | -69< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >62 ]
[ 128 | 1 | -69< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >62 ]
[ 128 | 1 | -70< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >61 ]
[ 128 | 1 | -70< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >61 ]
[ 128 | 1 | -71< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >60 ]
[ 128 | 1 | -71< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >60 ]
[ 128 | 1 | -72< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >59 ]
[ 128 | 1 | -72< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >59 ]
[ 128 | 1 | -73< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >58 ]
[ 128 | 1 | -73< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >58 ]
[ 128 | 1 | -74< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >57 ]
[ 128 | 1 | -74< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >57 ]
[ 128 | 1 | -75< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >56 ]
[ 128 | 1 | -75< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >56 ]
[ 128 | 1 | -76< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >55 ]
[ 128 | 1 | -76< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >55 ]
[ 128 | 1 | -77< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >54 ]
[ 128 | 1 | -77< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >54 ]
[ 128 | 1 | -78< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >53 ]
[ 128 | 1 | -78< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >53 ]
[ 128 | 1 | -79< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >52 ]
[ 128 | 1 | -79< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >52 ]
[ 128 | 1 | -80< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >51 ]
[ 128 | 1 | -80< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >51 ]
[ 128 | 1 | -81< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >50 ]
[ 128 | 1 | -81< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >50 ]
[ 128 | 1 | -82< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >49 ]
[ 128 | 1 | -82< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >49 ]
[ 128 | 1 | -83< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >48 ]
[ 128 | 1 | -83< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >48 ]
[ 128 | 1 | -84< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >47 ]
[ 128 | 1 | -84< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >47 ]
[ 128 | 1 | -85< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >46 ]
[ 128 | 1 | -85< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >46 ]
[ 128 | 1 | -86< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >45 ]
[ 128 | 1 | -86< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >45 ]
[ 128 | 1 | -87< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >44 ]
[ 128 | 1 | -87< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >44 ]
[ 128 | 1 | -88< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >43 ]
[ 128 | 1 | -88< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >43 ]
[ 128 | 1 | -89< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >42 ]
[ 128 | 1 | -89< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >42 ]
[ 128 | 1 | -90< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >41 ]
[ 128 | 1 | -90< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >41 ]
[ 128 | 1 | -91< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >40 ]
[ 128 | 1 | -91< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >40 ]
[ 128 | 1 | -92< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >39 ]
[ 128 | 1 | -92< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >39 ]
[ 128 | 1 | -93< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >38 ]
[ 128 | 1 | -93< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >38 ]
[ 128 | 1 | -94< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >37 ]
[ 128 | 1 | -94< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >37 ]
[ 128 | 1 | -95< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >36 ]
[ 128 | 1 | -95< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >36 ]
[ 128 | 1 | -96< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >35 ]
[ 128 | 1 | -96< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >35 ]
[ 128 | 1 | -97< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >34 ]
[ 128 | 1 | -97< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >34 ]
[ 128 | 1 | -98< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >33 ]
[ 128 | 1 | -98< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >33 ]
[ 128 | 1 | -99< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >32 ]
[ 128 | 1 | -99< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >32 ]
[ 128 | 1 | -100< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >31 ]
[ 128 | 1 | -100< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >31 ]
[ 128 | 1 | -101< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >30 ]
[ 128 | 1 | -101< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >30 ]
[ 128 | 1 | -102< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >29 ]
[ 128 | 1 | -102< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >29 ]
[ 128 | 1 | -103< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >28 ]
[ 128 | 1 | -103< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >28 ]
[ 128 | 1 | -104< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >27 ]
[ 128 | 1 | -104< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >27 ]
[ 128 | 1 | -105< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >26 ]
[ 128 | 1 | -105< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >26 ]
[ 128 | 1 | -106< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >25 ]
[ 128 | 1 | -106< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >25 ]
[ 128 | 1 | -107< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >24 ]
[ 128 | 1 | -107< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >24 ]
[ 128 | 1 | -108< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >23 ]
[ 128 | 1 | -108< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >23 ]
[ 128 | 1 | -109< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >22 ]
[ 128 | 1 | -109< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >22 ]
[ 128 | 1 | -110< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >21 ]
[ 128 | 1 | -110< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >21 ]
[ 128 | 1 | -111< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >20 ]
[ 128 | 1 | -111< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >20 ]
[ 128 | 1 | -112< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >19 ]
[ 128 | 1 | -112< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >19 ]
[ 128 | 1 | -113< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >18 ]
[ 128 | 1 | -113< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >18 ]
[ 128 | 1 | -114< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >17 ]
[ 128 | 1 | -114< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >17 ]
[ 128 | 1 | -115< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >16 ]
[ 128 | 1 | -115< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >16 ]
[ 128 | 1 | -116< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >15 ]
[ 128 | 1 | -116< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >15 ]
[ 128 | 1 | -117< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >14 ]
[ 128 | 1 | -117< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >14 ]
[ 128 | 1 | -118< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >13 ]
[ 128 | 1 | -118< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >13 ]
[ 128 | 1 | -119< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >12 ]
[ 128 | 1 | -119< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >12 ]
[ 128 | 1 | -120< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >11 ]
[ 128 | 1 | -120< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >11 ]
[ 128 | 1 | -121< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >10 ]
[ 128 | 1 | -121< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >10 ]
[ 128 | 1 | -122< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >9 ]
[ 128 | 1 | -122< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >9 ]
[ 128 | 1 | -123< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >8 ]
[ 128 | 1 | -123< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >8 ]
[ 128 | 1 | -124< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >7 ]
[ 128 | 1 | -124< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >7 ]
[ 128 | 1 | -125< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >6 ]
[ 128 | 1 | -125< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >6 ]
[ 128 | 1 | -126< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >5 ]
[ 128 | 1 | -126< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >5 ]
[ 128 | 1 | -127< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >4 ]
[ 128 | 1 | -127< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >4 ]
[ 128 | 1 | 128< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >3 ]
[ 128 | 1 | 128< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >3 ]
[ 128 | 1 | 127< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >2 ]
[ 128 | 1 | 127< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >2 ]
[ 128 | 1 | 126< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >1 ]
[ 128 | 1 | 126< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >1 ]
[ 128 | 1 | 125< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >0 ]
[ 128 | 1 | 125< | 0 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | 0 | >0 ]

===== Alternator won the battle after 790 cycles =====



===== Starting battle of <Alternator> vs <TerribleThor> with memory tape size: 30 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 128 ]
[ 128 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 128 ]
[ 128 | 1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | 128 ]
[ 128 | 1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -2 | 128 ]
[ 128 | 1 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | >0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | >0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | >0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | 0 | >0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | 0 | >0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | 0 | >0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
[ 128 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 0 | 0 | 0 | 0< | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 128 ]
