===== Starting battle of <WallE2.0> vs <CounterPunch> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127< ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -126< ]
[ 128 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | -125< ]
[ 128 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | -124< ]
[ 128 | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | -123< ]
[ 128 | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 0 | -122< ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 0< | -122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-1< | -122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | >-122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | >-121 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | >-120 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | >-119 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | >-118 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | >-117 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -8< | >-116 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -9< | >-115 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -10< | >-114 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -11< | >-113 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -12< | >-112 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -12 | >-111 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -12 | >-110 ]
[ 128 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -12 | >-109 ]
[ 128 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -12 | >-108 ]
[ 128 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -12 | >-107 ]
[ 128 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -12 | >-106 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -12 | >-105 ]
[ 128 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -12 | >-104 ]
[ 128 | 0 | -1< | 0 | 0 | 0 | 0 | 0 | -12 | >-103 ]
[ 128 | 0 | -2< | 0 | 0 | 0 | 0 | 0 | -12 | >-102 ]
[ 128 | 0 | -3< | 0 | 0 | 0 | 0 | 0 | -12 | >-101 ]
[ 128 | 0 | -4< | 0 | 0 | 0 | 0 | 0 | -12 | >-100 ]
[ 128 | 0 | -5< | 0 | 0 | 0 | 0 | 0 | -12 | >-99 ]
[ 128 | 0 | -6< | 0 | 0 | 0 | 0 | 0 | -12 | >-98 ]
[ 128 | 0 | -7< | 0 | 0 | 0 | 0 | 0 | -12 | >-97 ]
[ 128 | 0 | -8< | 0 | 0 | 0 | 0 | 0 | -12 | >-96 ]
[ 128 | 0 | -9< | 0 | 0 | 0 | 0 | 0 | -12 | >-95 ]
[ 128 | 0 | -10< | 0 | 0 | 0 | 0 | 0 | -12 | >-94 ]
[ 128 | 0 | -11< | 0 | 0 | 0 | 0 | 0 | -12 | >-93 ]
[ 128 | 0 | -12< | 0 | 0 | 0 | 0 | 0 | -12 | >-92 ]
[ 128 | 0 | -12 | 0< | 0 | 0 | 0 | 0 | -12 | >-91 ]
[ 128 | 0 | -12 | 1< | 0 | 0 | 0 | 0 | -12 | >-90 ]
[ 128 | 0 | -12 | 2< | 0 | 0 | 0 | 0 | -12 | >-89 ]
[ 128 | 0 | -12 | 3< | 0 | 0 | 0 | 0 | -12 | >-88 ]
[ 128 | 0 | -12 | 4< | 0 | 0 | 0 | 0 | -12 | >-87 ]
[ 128 | 0 | -12 | 5< | 0 | 0 | 0 | 0 | -12 | >-86 ]
[ 128 | 0 | -12 | 6< | 0 | 0 | 0 | 0 | -12 | >-85 ]
[ 128 | 0 | -12 | 7< | 0 | 0 | 0 | 0 | -12 | >-84 ]
[ 128 | 0 | -12 | 8< | 0 | 0 | 0 | 0 | -12 | >-83 ]
[ 128 | 0 | -12 | 9< | 0 | 0 | 0 | 0 | -12 | >-82 ]
[ 128 | 0 | -12 | 10< | 0 | 0 | 0 | 0 | -12 | >-81 ]
[ 128 | 0 | -12 | 11< | 0 | 0 | 0 | 0 | -12 | >-80 ]
[ 128 | 0 | -12 | 12< | 0 | 0 | 0 | 0 | -12 | >-79 ]
[ 128 | 0 | -12 | 12 | 0< | 0 | 0 | 0 | -12 | >-78 ]
[ 128 | 0 | -12 | 12 | -1< | 0 | 0 | 0 | -12 | >-77 ]
[ 128 | 0 | -12 | 12 | -2< | 0 | 0 | 0 | -12 | >-76 ]
[ 128 | 0 | -12 | 12 | -3< | 0 | 0 | 0 | -12 | >-75 ]
[ 128 | 0 | -12 | 12 | -4< | 0 | 0 | 0 | -12 | >-74 ]
[ 128 | 0 | -12 | 12 | -5< | 0 | 0 | 0 | -12 | >-73 ]
[ 128 | 0 | -12 | 12 | -6< | 0 | 0 | 0 | -12 | >-72 ]
[ 128 | 0 | -12 | 12 | -7< | 0 | 0 | 0 | -12 | >-71 ]
[ 128 | 0 | -12 | 12 | -8< | 0 | 0 | 0 | -12 | >-70 ]
[ 128 | 0 | -12 | 12 | -9< | 0 | 0 | 0 | -12 | >-69 ]
[ 128 | 0 | -12 | 12 | -10< | 0 | 0 | 0 | -12 | >-68 ]
[ 128 | 0 | -12 | 12 | -11< | 0 | 0 | 0 | -12 | >-67 ]
[ 128 | 0 | -12 | 12 | -12< | 0 | 0 | 0 | -12 | >-66 ]
[ 128 | 0 | -12 | 12 | -12 | 0< | 0 | 0 | -12 | >-65 ]
[ 128 | 0 | -12 | 12 | -12 | 1< | 0 | 0 | -12 | >-64 ]
[ 128 | 0 | -12 | 12 | -12 | 2< | 0 | 0 | -12 | >-63 ]
[ 128 | 0 | -12 | 12 | -12 | 3< | 0 | 0 | -12 | >-62 ]
[ 128 | 0 | -12 | 12 | -12 | 4< | 0 | 0 | -12 | >-61 ]
[ 128 | 0 | -12 | 12 | -12 | 5< | 0 | 0 | -12 | >-60 ]
[ 128 | 0 | -12 | 12 | -12 | 6< | 0 | 0 | -12 | >-59 ]
[ 128 | 0 | -12 | 12 | -12 | 7< | 0 | 0 | -12 | >-58 ]
[ 128 | 0 | -12 | 12 | -12 | 8< | 0 | 0 | -12 | >-57 ]
[ 128 | 0 | -12 | 12 | -12 | 9< | 0 | 0 | -12 | >-56 ]
[ 128 | 0 | -12 | 12 | -12 | 10< | 0 | 0 | -12 | >-55 ]
[ 128 | 0 | -12 | 12 | -12 | 11< | 0 | 0 | -12 | >-54 ]
[ 128 | 0 | -12 | 12 | -12 | 12< | 0 | 0 | -12 | >-53 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | 0< | 0 | -12 | >-52 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -1< | 0 | -12 | >-51 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -2< | 0 | -12 | >-50 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -3< | 0 | -12 | >-49 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -4< | 0 | -12 | >-48 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -5< | 0 | -12 | >-47 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -6< | 0 | -12 | >-46 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -7< | 0 | -12 | >-45 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -8< | 0 | -12 | >-44 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -9< | 0 | -12 | >-43 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -10< | 0 | -12 | >-42 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -11< | 0 | -12 | >-41 ]
[ 128 | 0 | -12 | 12 | -12 | 12 | -12< | 0 | -12 | >-40 ]
