===== Starting battle of <EvoBot2> vs <CleverAndDetermined> with memory tape size: 15 =====

[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | >1 | 1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | >1 | 1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | >0 | 1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | >4 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ 128 | 8 | -7 | 6 | -4 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 8 | -7 | 6 | -4 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 8 | -7 | 6 | -4 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | 8 | -7 | 6 | -4 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | 8 | -7 | 6 | -4 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | 8 | -7 | 6 | -4 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | 8 | -7 | 6 | -4 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | 8 | -7 | 6 | -4 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | 8 | -7 | 6 | -4 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | 8 | -7 | 6 | -4 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | 8 | -7 | 6 | -4 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 8 | -7 | 6 | -4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 8 | -7 | 6 | -3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | 8 | -7 | 6 | -2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | 8 | -7 | 6 | -1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | 8 | -7 | 6 | -1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | 8 | -7 | 6 | -2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | 8 | -7 | 6 | -2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | 8 | -7 | 6 | -3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | 8 | -7 | 6 | -3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | 8 | -7 | 6 | -4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | 8 | -7 | 6 | -4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | 8 | -7 | 6 | -5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ 128 | 8 | -7 | 6 | -5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ 128 | 8 | -7 | 6 | -6< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >121 ]
[ 128 | 8 | -7 | 6 | -6< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >121 ]
[ 128 | 8 | -7 | 6 | -7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >120 ]
[ 128 | 8 | -7 | 6 | -7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >120 ]
[ 128 | 8 | -7 | 6 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >119 ]
[ 128 | 8 | -7 | 6 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >119 ]
[ 128 | 8 | -7 | 6 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >118 ]
[ 128 | 8 | -7 | 6 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >118 ]
[ 128 | 8 | -7 | 6 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >117 ]
[ 128 | 8 | -7 | 6 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >117 ]
[ 128 | 8 | -7 | 6 | -11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >116 ]
[ 128 | 8 | -7 | 6 | -11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >116 ]
[ 128 | 8 | -7 | 6 | -12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >115 ]
[ 128 | 8 | -7 | 6 | -12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >115 ]
[ 128 | 8 | -7 | 6 | -13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >114 ]
[ 128 | 8 | -7 | 6 | -13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >114 ]
[ 128 | 8 | -7 | 6 | -14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >113 ]
[ 128 | 8 | -7 | 6 | -14< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >113 ]
[ 128 | 8 | -7 | 6 | -15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >112 ]
[ 128 | 8 | -7 | 6 | -15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >112 ]
[ 128 | 8 | -7 | 6 | -16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >111 ]
[ 128 | 8 | -7 | 6 | -16< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >111 ]
[ 128 | 8 | -7 | 6 | -17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >110 ]
[ 128 | 8 | -7 | 6 | -17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >110 ]
[ 128 | 8 | -7 | 6 | -18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >109 ]
[ 128 | 8 | -7 | 6 | -18< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >109 ]
[ 128 | 8 | -7 | 6 | -19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >108 ]
[ 128 | 8 | -7 | 6 | -19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >108 ]
[ 128 | 8 | -7 | 6 | -20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >107 ]
[ 128 | 8 | -7 | 6 | -20< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >107 ]
[ 128 | 8 | -7 | 6 | -21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >106 ]
[ 128 | 8 | -7 | 6 | -21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >106 ]
[ 128 | 8 | -7 | 6 | -22< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >105 ]
[ 128 | 8 | -7 | 6 | -22< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >105 ]
[ 128 | 8 | -7 | 6 | -23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >104 ]
[ 128 | 8 | -7 | 6 | -23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >104 ]
[ 128 | 8 | -7 | 6 | -24< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >103 ]
[ 128 | 8 | -7 | 6 | -24< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >103 ]
[ 128 | 8 | -7 | 6 | -25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >102 ]
[ 128 | 8 | -7 | 6 | -25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >102 ]
[ 128 | 8 | -7 | 6 | -26< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >101 ]
[ 128 | 8 | -7 | 6 | -26< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >101 ]
[ 128 | 8 | -7 | 6 | -27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >100 ]
[ 128 | 8 | -7 | 6 | -27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >100 ]
[ 128 | 8 | -7 | 6 | -28< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >99 ]
[ 128 | 8 | -7 | 6 | -28< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >99 ]
[ 128 | 8 | -7 | 6 | -29< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >98 ]
[ 128 | 8 | -7 | 6 | -29< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >98 ]
[ 128 | 8 | -7 | 6 | -30< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >97 ]
[ 128 | 8 | -7 | 6 | -30< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >97 ]
[ 128 | 8 | -7 | 6 | -31< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >96 ]
[ 128 | 8 | -7 | 6 | -31< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >96 ]
[ 128 | 8 | -7 | 6 | -32< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >95 ]
[ 128 | 8 | -7 | 6 | -32< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >95 ]
[ 128 | 8 | -7 | 6 | -33< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >94 ]
[ 128 | 8 | -7 | 6 | -33< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >94 ]
[ 128 | 8 | -7 | 6 | -34< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >93 ]
[ 128 | 8 | -7 | 6 | -34< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >93 ]
[ 128 | 8 | -7 | 6 | -35< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >92 ]
[ 128 | 8 | -7 | 6 | -35< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >92 ]
[ 128 | 8 | -7 | 6 | -36< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >91 ]
[ 128 | 8 | -7 | 6 | -36< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >91 ]
[ 128 | 8 | -7 | 6 | -37< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >90 ]
[ 128 | 8 | -7 | 6 | -37< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >90 ]
[ 128 | 8 | -7 | 6 | -38< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >89 ]
[ 128 | 8 | -7 | 6 | -38< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >89 ]
[ 128 | 8 | -7 | 6 | -39< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >88 ]
[ 128 | 8 | -7 | 6 | -39< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >88 ]
[ 128 | 8 | -7 | 6 | -40< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >87 ]
[ 128 | 8 | -7 | 6 | -40< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >87 ]
[ 128 | 8 | -7 | 6 | -41< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >86 ]
[ 128 | 8 | -7 | 6 | -41< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >86 ]
[ 128 | 8 | -7 | 6 | -42< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >85 ]
[ 128 | 8 | -7 | 6 | -42< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >85 ]
[ 128 | 8 | -7 | 6 | -43< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >84 ]
[ 128 | 8 | -7 | 6 | -43< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >84 ]
[ 128 | 8 | -7 | 6 | -44< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >83 ]
[ 128 | 8 | -7 | 6 | -44< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >83 ]
[ 128 | 8 | -7 | 6 | -45< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >82 ]
[ 128 | 8 | -7 | 6 | -45< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >82 ]
[ 128 | 8 | -7 | 6 | -46< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >81 ]
[ 128 | 8 | -7 | 6 | -46< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >81 ]
[ 128 | 8 | -7 | 6 | -47< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >80 ]
[ 128 | 8 | -7 | 6 | -47< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >80 ]
[ 128 | 8 | -7 | 6 | -48< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >79 ]
[ 128 | 8 | -7 | 6 | -48< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >79 ]
[ 128 | 8 | -7 | 6 | -49< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >78 ]
[ 128 | 8 | -7 | 6 | -49< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >78 ]
[ 128 | 8 | -7 | 6 | -50< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >77 ]
[ 128 | 8 | -7 | 6 | -50< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >77 ]
[ 128 | 8 | -7 | 6 | -51< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >76 ]
[ 128 | 8 | -7 | 6 | -51< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >76 ]
[ 128 | 8 | -7 | 6 | -52< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >75 ]
[ 128 | 8 | -7 | 6 | -52< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >75 ]
[ 128 | 8 | -7 | 6 | -53< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >74 ]
[ 128 | 8 | -7 | 6 | -53< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >74 ]
[ 128 | 8 | -7 | 6 | -54< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >73 ]
[ 128 | 8 | -7 | 6 | -54< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >73 ]
[ 128 | 8 | -7 | 6 | -55< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >72 ]
[ 128 | 8 | -7 | 6 | -55< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >72 ]
[ 128 | 8 | -7 | 6 | -56< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >71 ]
[ 128 | 8 | -7 | 6 | -56< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >71 ]
[ 128 | 8 | -7 | 6 | -57< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >70 ]
[ 128 | 8 | -7 | 6 | -57< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >70 ]
[ 128 | 8 | -7 | 6 | -58< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >69 ]
[ 128 | 8 | -7 | 6 | -58< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >69 ]
[ 128 | 8 | -7 | 6 | -59< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >68 ]
[ 128 | 8 | -7 | 6 | -59< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >68 ]
[ 128 | 8 | -7 | 6 | -60< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >67 ]
[ 128 | 8 | -7 | 6 | -60< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >67 ]
[ 128 | 8 | -7 | 6 | -61< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >66 ]
[ 128 | 8 | -7 | 6 | -61< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >66 ]
[ 128 | 8 | -7 | 6 | -62< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >65 ]
[ 128 | 8 | -7 | 6 | -62< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >65 ]
[ 128 | 8 | -7 | 6 | -63< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >64 ]
[ 128 | 8 | -7 | 6 | -63< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >64 ]
[ 128 | 8 | -7 | 6 | -64< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >63 ]
[ 128 | 8 | -7 | 6 | -64< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >63 ]
[ 128 | 8 | -7 | 6 | -65< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >62 ]
[ 128 | 8 | -7 | 6 | -65< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >62 ]
[ 128 | 8 | -7 | 6 | -66< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >61 ]
[ 128 | 8 | -7 | 6 | -66< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >61 ]
