===== Starting battle of <SternBot> vs <EndTitled> with memory tape size: 16 =====

[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 40< | 0 | 0 | -18 | >99 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 41< | 0 | 0 | -18 | >98 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 42< | 0 | 0 | -18 | >98 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 43< | 0 | 0 | -18 | >97 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 44< | 0 | 0 | -18 | >97 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 45< | 0 | 0 | -18 | >96 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0 | 46< | 0 | 0 | -18 | >96 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | 0< | 46 | 0 | 0 | -18 | >95 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -1< | 46 | 0 | 0 | -18 | >95 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -2< | 46 | 0 | 0 | -18 | >94 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -3< | 46 | 0 | 0 | -18 | >94 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -4< | 46 | 0 | 0 | -18 | >93 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -5< | 46 | 0 | 0 | -18 | >93 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -6< | 46 | 0 | 0 | -18 | >92 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -7< | 46 | 0 | 0 | -18 | >92 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -8< | 46 | 0 | 0 | -18 | >91 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -9< | 46 | 0 | 0 | -18 | >91 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -10< | 46 | 0 | 0 | -18 | >90 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -11< | 46 | 0 | 0 | -18 | >90 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -12< | 46 | 0 | 0 | -18 | >89 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -13< | 46 | 0 | 0 | -18 | >89 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -14< | 46 | 0 | 0 | -18 | >88 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -15< | 46 | 0 | 0 | -18 | >88 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -16< | 46 | 0 | 0 | -18 | >87 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -17< | 46 | 0 | 0 | -18 | >87 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -18< | 46 | 0 | 0 | -18 | >86 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -19< | 46 | 0 | 0 | -18 | >86 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -20< | 46 | 0 | 0 | -18 | >85 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -21< | 46 | 0 | 0 | -18 | >85 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0 | -22< | 46 | 0 | 0 | -18 | >84 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8 | 0< | -22 | 46 | 0 | 0 | -18 | >84 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 8< | 0 | -22 | 46 | 0 | 0 | -18 | >83 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >83 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 0< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >82 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 1< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >82 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 2< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >81 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 3< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >81 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 4< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >80 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 5< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >80 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 6< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >79 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 7< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >79 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 8< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >78 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 9< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >78 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 10< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >77 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 11< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >77 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 12< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >76 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 13< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >76 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 14< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >75 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 15< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >75 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 16< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >74 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 17< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >74 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 18< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >73 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 19< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >73 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 20< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >72 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 21< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >72 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 22< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >71 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 23< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >71 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 24< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >70 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 25< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >70 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 26< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >69 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 27< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >69 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 28< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >68 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 29< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >68 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 30< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >67 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 31< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >67 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 32< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >66 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 33< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >66 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 34< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >65 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 35< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >65 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 36< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >64 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 37< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >64 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 38< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >63 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 39< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >63 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 40< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >62 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 41< | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >62 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >61 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -1< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >61 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -2< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >60 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -3< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >60 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -4< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >59 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -5< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >59 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -6< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >58 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -7< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >58 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -8< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >57 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -9< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >57 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -10< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >56 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -11< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >56 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -12< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >55 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -13< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >55 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -14< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >54 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -15< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >54 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -16< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >53 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -17< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >53 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -18< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >52 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -19< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >52 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -20< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >51 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -21< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >51 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -22< | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >50 ]
[ 128 | -1 | 1 | 0 | -1 | 1< | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >50 ]
[ 128 | -1 | 1 | 0 | -1< | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >49 ]
[ 128 | -1 | 1 | 0< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >49 ]
[ 128 | -1 | 1 | 1< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >48 ]
[ 128 | -1 | 1 | 2< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >48 ]
[ 128 | -1 | 1 | 3< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >47 ]
[ 128 | -1 | 1 | 4< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >47 ]
[ 128 | -1 | 1 | 5< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >46 ]
[ 128 | -1 | 1 | 6< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >46 ]
[ 128 | -1 | 1 | 7< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >45 ]
[ 128 | -1 | 1 | 8< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >45 ]
[ 128 | -1 | 1 | 9< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >44 ]
[ 128 | -1 | 1 | 10< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >44 ]
[ 128 | -1 | 1 | 11< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >43 ]
[ 128 | -1 | 1 | 12< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >43 ]
[ 128 | -1 | 1 | 13< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >42 ]
[ 128 | -1 | 1 | 14< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >42 ]
[ 128 | -1 | 1 | 15< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >41 ]
[ 128 | -1 | 1 | 16< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >41 ]
[ 128 | -1 | 1 | 17< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >40 ]
[ 128 | -1 | 1 | 18< | -1 | 1 | -22 | 41 | 8 | 0 | -22 | 46 | 0 | 0 | -18 | >40 ]
