===== Starting battle of <SternBot> vs <BurlyBalder> with memory tape size: 17 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 128 ]
[ 128 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 128 ]
[ 128 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 128 ]
[ 128 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5< | 128 ]
[ 128 | -1 | 1 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 6< | 128 ]
[ 128 | -1 | 1 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7< | 128 ]
[ 128 | -1 | 1 | 0 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | -4< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | -5< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | -6< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | -7< | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | >0 | 0 | 0 | 0< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | >0 | 0 | 1< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | >0 | 0 | 2< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | >0 | 3< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | >0 | 4< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >5< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >6< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >6< | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0< | >6 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -1< | >5 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -2< | >5 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -3< | >4 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -4< | >4 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -5< | >3 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -6< | >3 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0 | -7< | >2 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 0< | -7 | >2 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 1< | -7 | >1 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 2< | -7 | >1 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 3< | -7 | >0 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 4< | -7 | >0 | -7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 5< | -7 | 0 | >-7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 6< | -7 | 0 | >-7 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0 | 7< | -7 | 0 | >-6 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | 0< | 7 | -7 | 0 | >-6 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -1< | 7 | -7 | 0 | >-5 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -2< | 7 | -7 | 0 | >-5 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -3< | 7 | -7 | 0 | >-4 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -4< | 7 | -7 | 0 | >-4 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -5< | 7 | -7 | 0 | >-3 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -6< | 7 | -7 | 0 | >-3 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0 | -7< | 7 | -7 | 0 | >-2 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 0< | -7 | 7 | -7 | 0 | >-2 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 1< | -7 | 7 | -7 | 0 | >-1 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 2< | -7 | 7 | -7 | 0 | >-1 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 3< | -7 | 7 | -7 | 0 | >0 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 4< | -7 | 7 | -7 | 0 | >0 | 7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 5< | -7 | 7 | -7 | 0 | 0 | >7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 6< | -7 | 7 | -7 | 0 | 0 | >7 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1 | 7< | -7 | 7 | -7 | 0 | 0 | >6 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 1< | 7 | -7 | 7 | -7 | 0 | 0 | >6 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | 0< | 7 | -7 | 7 | -7 | 0 | 0 | >5 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -1< | 7 | -7 | 7 | -7 | 0 | 0 | >5 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -2< | 7 | -7 | 7 | -7 | 0 | 0 | >4 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -3< | 7 | -7 | 7 | -7 | 0 | 0 | >4 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -4< | 7 | -7 | 7 | -7 | 0 | 0 | >3 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -5< | 7 | -7 | 7 | -7 | 0 | 0 | >3 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -6< | 7 | -7 | 7 | -7 | 0 | 0 | >2 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1 | -6< | 7 | -7 | 7 | -7 | 0 | 0 | >2 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | >1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | >1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 0< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | >0 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 0< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | >0 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | 0< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0 | -1< | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-127 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0< | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-127 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | 0< | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-126 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -1< | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-126 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | -1< | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-125 ]
[ 128 | -1 | 1 | 0 | -1 | 1< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-125 ]
[ 128 | -1 | 1 | 0 | -1 | 1< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-124 ]
[ 128 | -1 | 1 | 0 | -1 | 2< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-124 ]
[ 128 | -1 | 1 | 0 | -1 | 2< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-123 ]
[ 128 | -1 | 1 | 0 | -1 | 3< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-123 ]
[ 128 | -1 | 1 | 0 | -1 | 3< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-122 ]
[ 128 | -1 | 1 | 0 | -1 | 4< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-122 ]
[ 128 | -1 | 1 | 0 | -1 | 4< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-121 ]
[ 128 | -1 | 1 | 0 | -1 | 5< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-121 ]
[ 128 | -1 | 1 | 0 | -1 | 5< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-120 ]
[ 128 | -1 | 1 | 0 | -1 | 6< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-120 ]
[ 128 | -1 | 1 | 0 | -1 | 6< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-119 ]
[ 128 | -1 | 1 | 0 | -1 | 7< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-119 ]
[ 128 | -1 | 1 | 0 | -1 | 7< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-118 ]
[ 128 | -1 | 1 | 0 | -1 | 6< | -1 | -1 | -6 | 7 | -7 | 7 | -7 | 0 | 0 | 0 | >-118 ]
