===== Starting battle of <TerribleThor> vs <ConBot> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | >0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | >0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | >-1 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | >-2 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | >0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | >0 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | >-1 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | >-2 | 0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | >0 | 0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | >0 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | >-1 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | >-2 | 1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | >1< | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-127 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-127 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-126 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-126 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-125 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-125 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-124 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-124 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-123 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-123 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-122 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-122 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-121 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-121 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-120 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-120 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-119 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-119 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-118 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-118 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-117 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-117 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-116 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-116 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-115 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-115 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-114 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-114 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-113 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-113 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-112 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-112 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-111 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-111 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-110 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-110 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-109 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-109 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-108 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-108 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-107 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-107 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-106 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-106 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-105 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-105 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-104 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-104 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-103 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-103 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-102 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-102 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-101 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-101 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-100 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-100 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-99 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -2 | 1< | >-99 ]
