===== Starting battle of <Geronimo> vs <CounterPunch> with memory tape size: 11 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127< ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -126< ]
[ 128 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -125< ]
[ 128 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | -124< ]
[ 128 | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | 0 | -123< ]
[ 128 | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 0 | 0 | -122< ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 0 | 0< | -122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | -1< | -122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-2< | -122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | >-122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | >-122 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | >-123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | >-123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | >-124 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -8< | >-124 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -9< | >-125 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -10< | >-125 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -11< | >-126 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -12< | >-126 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -12 | >-127 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -12 | >-127 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -12 | >128 ]
[ 128 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -12 | >128 ]
[ 128 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -12 | >127 ]
[ 128 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -12 | >127 ]
[ 128 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -12 | >126 ]
[ 128 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -12 | >126 ]
[ 128 | 0 | 0 | -1< | 0 | 0 | 0 | 0 | 0 | -12 | >125 ]
[ 128 | 0 | 0 | -2< | 0 | 0 | 0 | 0 | 0 | -12 | >125 ]
[ 128 | 0 | 0 | -3< | 0 | 0 | 0 | 0 | 0 | -12 | >124 ]
[ 128 | 0 | 0 | -4< | 0 | 0 | 0 | 0 | 0 | -12 | >124 ]
[ 128 | 0 | 0 | -5< | 0 | 0 | 0 | 0 | 0 | -12 | >123 ]
[ 128 | 0 | 0 | -6< | 0 | 0 | 0 | 0 | 0 | -12 | >123 ]
[ 128 | 0 | 0 | -7< | 0 | 0 | 0 | 0 | 0 | -12 | >122 ]
[ 128 | 0 | 0 | -8< | 0 | 0 | 0 | 0 | 0 | -12 | >122 ]
[ 128 | 0 | 0 | -9< | 0 | 0 | 0 | 0 | 0 | -12 | >121 ]
[ 128 | 0 | 0 | -10< | 0 | 0 | 0 | 0 | 0 | -12 | >121 ]
[ 128 | 0 | 0 | -11< | 0 | 0 | 0 | 0 | 0 | -12 | >120 ]
[ 128 | 0 | 0 | -12< | 0 | 0 | 0 | 0 | 0 | -12 | >120 ]
[ 128 | 0 | 0 | -12 | 0< | 0 | 0 | 0 | 0 | -12 | >119 ]
[ 128 | 0 | 0 | -12 | 1< | 0 | 0 | 0 | 0 | -12 | >119 ]
[ 128 | 0 | 0 | -12 | 2< | 0 | 0 | 0 | 0 | -12 | >118 ]
[ 128 | 0 | 0 | -12 | 3< | 0 | 0 | 0 | 0 | -12 | >118 ]
[ 128 | 0 | 0 | -12 | 4< | 0 | 0 | 0 | 0 | -12 | >117 ]
[ 128 | 0 | 0 | -12 | 5< | 0 | 0 | 0 | 0 | -12 | >117 ]
[ 128 | 0 | 0 | -12 | 6< | 0 | 0 | 0 | 0 | -12 | >116 ]
[ 128 | 0 | 0 | -12 | 7< | 0 | 0 | 0 | 0 | -12 | >116 ]
[ 128 | 0 | 0 | -12 | 8< | 0 | 0 | 0 | 0 | -12 | >115 ]
[ 128 | 0 | 0 | -12 | 9< | 0 | 0 | 0 | 0 | -12 | >115 ]
[ 128 | 0 | 0 | -12 | 10< | 0 | 0 | 0 | 0 | -12 | >114 ]
[ 128 | 0 | 0 | -12 | 11< | 0 | 0 | 0 | 0 | -12 | >114 ]
[ 128 | 0 | 0 | -12 | 12< | 0 | 0 | 0 | 0 | -12 | >113 ]
[ 128 | 0 | 0 | -12 | 12 | 0< | 0 | 0 | 0 | -12 | >113 ]
[ 128 | 0 | 0 | -12 | 12 | -1< | 0 | 0 | 0 | -12 | >112 ]
[ 128 | 0 | 0 | -12 | 12 | -2< | 0 | 0 | 0 | -12 | >112 ]
[ 128 | 0 | 0 | -12 | 12 | -3< | 0 | 0 | 0 | -12 | >111 ]
[ 128 | 0 | 0 | -12 | 12 | -4< | 0 | 0 | 0 | -12 | >111 ]
[ 128 | 0 | 0 | -12 | 12 | -5< | 0 | 0 | 0 | -12 | >110 ]
[ 128 | 0 | 0 | -12 | 12 | -6< | 0 | 0 | 0 | -12 | >110 ]
[ 128 | 0 | 0 | -12 | 12 | -7< | 0 | 0 | 0 | -12 | >109 ]
[ 128 | 0 | 0 | -12 | 12 | -8< | 0 | 0 | 0 | -12 | >109 ]
[ 128 | 0 | 0 | -12 | 12 | -9< | 0 | 0 | 0 | -12 | >108 ]
[ 128 | 0 | 0 | -12 | 12 | -10< | 0 | 0 | 0 | -12 | >108 ]
[ 128 | 0 | 0 | -12 | 12 | -11< | 0 | 0 | 0 | -12 | >107 ]
[ 128 | 0 | 0 | -12 | 12 | -12< | 0 | 0 | 0 | -12 | >107 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 0< | 0 | 0 | -12 | >106 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 1< | 0 | 0 | -12 | >106 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 2< | 0 | 0 | -12 | >105 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 3< | 0 | 0 | -12 | >105 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 4< | 0 | 0 | -12 | >104 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 5< | 0 | 0 | -12 | >104 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 6< | 0 | 0 | -12 | >103 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 7< | 0 | 0 | -12 | >103 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 8< | 0 | 0 | -12 | >102 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 9< | 0 | 0 | -12 | >102 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 10< | 0 | 0 | -12 | >101 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 11< | 0 | 0 | -12 | >101 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12< | 0 | 0 | -12 | >100 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | 0< | 0 | -12 | >100 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -1< | 0 | -12 | >99 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -2< | 0 | -12 | >99 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -3< | 0 | -12 | >98 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -4< | 0 | -12 | >98 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -5< | 0 | -12 | >97 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -6< | 0 | -12 | >97 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -7< | 0 | -12 | >96 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -8< | 0 | -12 | >96 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -9< | 0 | -12 | >95 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -10< | 0 | -12 | >95 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -11< | 0 | -12 | >94 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12< | 0 | -12 | >94 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 0< | -12 | >93 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 1< | -12 | >93 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 2< | -12 | >92 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 3< | -12 | >92 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 4< | -12 | >91 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 5< | -12 | >91 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 6< | -12 | >90 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 7< | -12 | >90 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 8< | -12 | >89 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 9< | -12 | >89 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 10< | -12 | >88 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 11< | -12 | >88 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12< | -12 | >87 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12 | -12< | 12 | -12 | >87 ]
[ 128 | 0 | 0 | -12 | 12 | -12 | 12< | -12 | 12 | -12 | >86 ]
[ 128 | 0 | 0 | -12 | 12 | -12< | 12 | -12 | 12 | -12 | >86 ]
[ 128 | 0 | 0 | -12 | 12< | -12 | 12 | -12 | 12 | -12 | >85 ]
[ 128 | 0 | 0 | -12< | 12 | -12 | 12 | -12 | 12 | -12 | >85 ]
[ 128 | 0 | 0< | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >84 ]
[ 128 | 0< | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >84 ]
[ 128 | 0< | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >83 ]
[ 128 | 0< | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >83 ]
[ 128 | 0< | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >82 ]
[ 128 | 0< | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >82 ]
[ 128< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >81 ]
[ 128< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >81 ]
[ 127< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >80 ]
[ 127< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >80 ]
[ 126< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >79 ]
[ 125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >79 ]
[ 124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >78 ]
[ 123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >78 ]
[ 122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >77 ]
[ 121< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >77 ]
[ 121< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >76 ]
[ 122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >76 ]
[ 122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >75 ]
[ 122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >75 ]
[ 123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >74 ]
[ 123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >74 ]
[ 123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >73 ]
[ 124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >73 ]
[ 124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >72 ]
[ 124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >72 ]
[ 125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >71 ]
[ 125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | >71 ]
