===== Starting battle of <WallE2.0> vs <EvoBot2> with memory tape size: 10 =====

[ -124 | 66 | -76 | 66 | -84 | 69 | 32< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >35 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 32< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >36 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 31< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >37 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 31< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >38 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 30< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >39 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 30< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >40 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 29< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >41 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 29< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >42 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 28< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >43 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 28< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >44 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 27< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >45 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 27< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >46 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 26< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >47 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 26< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >48 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 25< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >49 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 25< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >50 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 24< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >51 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 24< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >52 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 23< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >53 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 23< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >54 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 22< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >55 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 22< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >56 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 21< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >57 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 21< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >58 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 20< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >59 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 20< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >60 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 19< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >61 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 19< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >62 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 18< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >63 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 18< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >64 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 17< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >65 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 17< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >66 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 16< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >67 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 16< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >68 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 15< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >69 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 15< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >70 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 14< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >71 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 14< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >72 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 13< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >73 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 13< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >74 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 12< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >75 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 12< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >76 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 11< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >77 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 11< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >78 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 10< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >79 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 10< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >80 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 9< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >81 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 9< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >82 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 8< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >83 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 8< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >84 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 7< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >85 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 7< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >86 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 6< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >87 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 6< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >88 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 5< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >89 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 5< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >90 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 4< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >91 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 4< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >92 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 3< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >93 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 3< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >94 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 2< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >95 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 2< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >96 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 1< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >97 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 1< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >98 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 0< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >99 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 0< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >100 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69 | 0< | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >101 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >102 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >103 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 70< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >104 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 71< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >105 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 72< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >106 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 72< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >107 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 71< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >108 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 71< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >109 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 70< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >110 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 70< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >111 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >112 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 69< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >113 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 68< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >114 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 68< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >115 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 67< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >116 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 67< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >117 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 66< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >118 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 66< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >119 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 65< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >120 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 65< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >121 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 64< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >122 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 64< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >123 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 63< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >124 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 63< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >125 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 62< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >126 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 62< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >127 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 61< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >128 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 61< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-127 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 60< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-126 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 60< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-125 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 59< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-124 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 59< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-124 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 58< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-123 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 58< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-123 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 57< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-122 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 57< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-122 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 56< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-121 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 56< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-121 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 55< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-120 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 55< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-120 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 54< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-119 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 54< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-119 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 53< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-118 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 53< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-118 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 52< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-117 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 52< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-117 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 51< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-116 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 51< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | >-116 | 128 ]
[ -124 | 66 | -76 | 66 | -84 | 50< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >128 ]
[ -124 | 66 | -76 | 66 | -84 | 50< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >128 ]
[ -124 | 66 | -76 | 66 | -84 | 49< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-127 ]
[ -124 | 66 | -76 | 66 | -84 | 49< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-126 ]
[ -124 | 66 | -76 | 66 | -84 | 48< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-125 ]
[ -124 | 66 | -76 | 66 | -84 | 48< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-124 ]
[ -124 | 66 | -76 | 66 | -84 | 47< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-123 ]
[ -124 | 66 | -76 | 66 | -84 | 47< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-122 ]
[ -124 | 66 | -76 | 66 | -84 | 46< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-121 ]
[ -124 | 66 | -76 | 66 | -84 | 46< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-120 ]
[ -124 | 66 | -76 | 66 | -84 | 45< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-119 ]
[ -124 | 66 | -76 | 66 | -84 | 45< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-118 ]
[ -124 | 66 | -76 | 66 | -84 | 44< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-117 ]
[ -124 | 66 | -76 | 66 | -84 | 44< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-116 ]
[ -124 | 66 | -76 | 66 | -84 | 43< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-115 ]
[ -124 | 66 | -76 | 66 | -84 | 43< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-114 ]
[ -124 | 66 | -76 | 66 | -84 | 42< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-113 ]
[ -124 | 66 | -76 | 66 | -84 | 42< | 0 | 0 | 0 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 | -118 | 125 | -116 | >-112 ]
