===== Starting battle of <Gambler> vs <TruthBot> with memory tape size: 26 =====

[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | -4 | 2 | -4 | 0 | >-9 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | -4 | 2 | -4 | 0 | >-9 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | -4 | 2 | -4 | 0 | >-10 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | -4 | 2 | -4 | 0 | >-10 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | -4 | 2 | -4 | 0 | >-11 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -4 | -4 | 2 | -4 | 0 | >-11 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | -4 | -4 | 2 | -4 | 0 | >-12 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | -4 | -4 | 2 | -4 | 0 | >-12 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -4 | -4 | 2 | -4 | 0 | >-13 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | -4 | -4 | 2 | -4 | 0 | >-13 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | -4 | 2 | -4 | 0 | >-14 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | -4 | -4 | 2 | -4 | 0 | >-14 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | -4 | 2 | -4 | 0 | >-15 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -4 | -4 | 2 | -4 | 0 | >-15 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | -4 | 2 | -4 | 0 | >-16 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -4 | -4 | 2 | -4 | 0 | >-16 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -4 | -4 | 2 | -4 | 0 | >-17 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | -4 | -4 | 2 | -4 | 0 | >-17 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -4 | -4 | 2 | -4 | 0 | >-18 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | -4 | -4 | 2 | -4 | 0 | >-18 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | -4 | -4 | 2 | -4 | 0 | >-19 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | -4 | -4 | 2 | -4 | 0 | >-19 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | -4 | -4 | 2 | -4 | 0 | >-20 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | -4 | -4 | 2 | -4 | 0 | >-20 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -4 | -4 | 2 | -4 | 0 | >-21 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | -4 | -4 | 2 | -4 | 0 | >-21 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | -4 | -4 | 2 | -4 | 0 | >-22 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | -4 | -4 | 2 | -4 | 0 | >-22 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -4 | -4 | 2 | -4 | 0 | >-23 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -4 | -4 | 2 | -4 | 0 | >-23 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-24 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-24 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-25 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-25 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-26 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-26 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-27 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-27 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-28 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-28 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-29 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-29 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-30 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-30 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-31 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-31 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-32 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-32 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-33 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-33 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-34 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-34 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-35 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-35 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-36 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-36 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-37 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-37 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-38 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-38 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-39 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-39 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-40 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-40 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-41 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-41 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-42 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-42 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-43 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-43 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-44 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-44 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-45 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-45 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-46 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-46 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-47 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-47 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-48 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-48 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-49 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-49 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-50 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-50 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-51 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-51 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-52 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-52 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-53 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-53 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-54 | 2 | -4 | 2 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 0 | 0 | 0 | -4 | -4 | 2 | -4 | 0 | >-54 | 2 | -4 | 2 | 128 ]
