===== Starting battle of <MetaJSRandomBot> vs <FastTrapClearBot> with memory tape size: 27 =====

[ -127 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-19 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -8< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-20 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-20 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-21 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-21 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -10< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-22 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-22 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-23 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-23 | -1 | -1 | -1 | -1 | -1 | 127 ]
[ -127 | -12< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | >-24 | -1 | -1 | -1 | -1 | -1 | 127 ]
