===== Starting battle of <SternBot> vs <RandomOscillator> with memory tape size: 12 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 128 ]
[ 128 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 128 ]
[ 128 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 128 ]
[ 128 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | -1< | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | >-1 | 0 | 0 | 0< | -1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | >0 | 0 | 1< | -1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | >1 | 0< | 1 | -1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1 | >1< | 1 | -1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 1< | 1 | >1 | -1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -1 | 0< | 1 | >0 | -1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -1< | 0 | 1 | 0 | >-1 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0 | -2< | 0 | 1 | 0 | >0 | 1 | -1 | 128 ]
[ 128 | -1 | 1 | 0< | -2 | 0 | 1 | 0 | 0 | >1 | -1 | 128 ]
[ 128 | -1 | 1 | 1< | -2 | 0 | 1 | 0 | 0 | 1 | >-1 | 128 ]
[ 128 | -1 | 1< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | >-1 | 128 ]
[ 128 | -1 | 1< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | >0 | 128 ]
[ 128 | -1 | 2< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | >0 | 128 ]
[ 128 | -1 | 2< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >128 ]
[ 128 | -1 | 1< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >128 ]
[ 128 | -1 | 1< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >127 ]
[ 128 | -1 | 0< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >127 ]
[ 128 | -1 | 0< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >126 ]
[ 128 | -1 | 0< | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >126 ]
[ 128 | -1< | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >125 ]
[ 128 | -1< | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >125 ]
[ 128 | 0< | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >124 ]
[ 128 | 0< | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >124 ]
[ 128 | 0< | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >123 ]
[ 128< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >123 ]
[ 128< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >122 ]
[ -127< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >122 ]
[ -127< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >121 ]
[ 128< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >121 ]
[ 128< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >120 ]
[ 127< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >120 ]
[ 127< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >119 ]
[ 126< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >119 ]
[ 126< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >118 ]
[ 125< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >118 ]
[ 125< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >117 ]
[ 124< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >117 ]
[ 124< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >116 ]
[ 123< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >116 ]
[ 123< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >115 ]
[ 122< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >115 ]
[ 122< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >114 ]
[ 121< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >114 ]
[ 121< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >113 ]
[ 120< | 0 | 0 | 1 | -2 | 0 | 1 | 0 | 0 | 1 | 0 | >113 ]
