[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 1< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 2< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 3< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 4< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 4< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 3< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 3< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 2< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 2< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 1< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 1< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 1< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 2< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 3< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 3< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 2< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 2< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 1< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 1< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 1< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 2< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 3< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 4< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 4< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 3< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 3< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 2< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 2< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 1< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 1< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | -1< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 0< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 1< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 2< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 3< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 3< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 2< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 2< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 1< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 1< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 0< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0 | 0< | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 1< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 2< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 3< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 4< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 4< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 3< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 3< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 2< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 2< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 1< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 1< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1 | 0< | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | -1< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 4< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | -1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 2< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ -127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 120< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 120< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 119< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 119< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 118< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 118< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 117< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 117< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 116< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 116< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 115< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 115< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 114< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 114< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 113< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 113< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 112< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 112< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 111< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 111< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 110< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 110< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 109< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 109< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 108< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 108< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 107< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 107< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 106< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 106< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 105< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
[ 105< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-14 | -4 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128 ]
