===== Starting battle of <LightfootPlodder> vs <ScaredyBot> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | 128 ]
[ 128 | >-3 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | 128 ]
[ 128 | >-4 | 0 | 0 | 0 | 0 | 0 | -2< | 1 | 128 ]
[ 128 | -4 | >0 | 0 | 0 | 0 | 0 | -3< | 1 | 128 ]
[ 128 | -4 | >-1 | 0 | 0 | 0 | 0 | -4< | 1 | 128 ]
[ 128 | -4 | >-2 | 0 | 0 | 0 | 0 | -5< | 1 | 128 ]
[ 128 | -4 | >-3 | 0 | 0 | 0 | 0 | -6< | 1 | 128 ]
[ 128 | -4 | >-4 | 0 | 0 | 0 | 0 | -7< | 1 | 128 ]
[ 128 | -4 | >-5 | 0 | 0 | 0 | 0 | -8< | 1 | 128 ]
[ 128 | -4 | >-6 | 0 | 0 | 0 | 0< | -8 | 1 | 128 ]
[ 128 | -4 | >-7 | 0 | 0 | 0 | 1< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | >0 | 0 | 0 | 2< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | >-1 | 0 | 0 | 3< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | >-2 | 0 | 0 | 4< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | >-3 | 0 | 0 | 5< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | >-4 | 0 | 0 | 6< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >0 | 0 | 7< | -8 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >1 | 0 | 7 | -8< | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >2 | 0 | 7 | -8 | 1< | 128 ]
[ 128 | -4 | -7 | -4 | >3 | 0 | 7 | -8 | 2< | 128 ]
[ 128 | -4 | -7 | -4 | >4 | 0 | 7 | -8 | 3< | 128 ]
[ 128 | -4 | -7 | -4 | >5 | 0 | 7 | -8 | 4< | 128 ]
[ 128 | -4 | -7 | -4 | >6 | 0 | 7 | -8 | 5< | 128 ]
[ 128 | -4 | -7 | -4 | >7 | 0 | 7 | -8 | 6< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >0 | 7 | -8 | 7< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-1 | 7 | -8 | 8< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-2 | 7 | -8 | 9< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-3 | 7 | -8 | 10< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-4 | 7 | -8 | 11< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-5 | 7 | -8 | 12< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-6 | 7 | -8 | 13< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-7 | 7 | -8 | 14< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-8 | 7 | -8 | 15< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-9 | 7 | -8 | 16< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-10 | 7 | -8 | 17< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-11 | 7 | -8 | 18< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-12 | 7 | -8 | 19< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-13 | 7 | -8 | 20< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-14 | 7 | -8 | 21< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-15 | 7 | -8 | 22< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-16 | 7 | -8 | 23< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-17 | 7 | -8 | 24< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >7 | -8 | 25< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >8 | -8 | 26< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >9 | -8 | 27< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >10 | -8 | 28< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | >-8 | 29< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | >-9 | 30< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | >31< | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 32< | >128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 33< | >-127 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 34< | >-126 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 35< | >-125 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 36< | >-124 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 37< | >-123 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 38< | >-122 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 39< | >-121 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 40< | >-120 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 41< | >-119 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 42< | >-118 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 43< | >-117 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 44< | >-116 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 45< | >-115 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 10 | -9 | 46< | >-114 ]
