===== Starting battle of <TruthBot> vs <BurlyBalderV2> with memory tape size: 11 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 128 ]
[ 128 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 128 ]
[ 128 | 2 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 128 ]
[ 128 | 2 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | 128 ]
[ 128 | 2 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | 128 ]
[ 128 | 2 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | 128 ]
[ 128 | 2 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | 128 ]
[ 128 | 2 | -4 | >0 | 0 | 0 | 0 | 0 | 0 | -8< | 128 ]
[ 128 | 2 | -4 | >1 | 0 | 0 | 0 | 0 | 0 | -9< | 128 ]
[ 128 | 2 | -4 | >2 | 0 | 0 | 0 | 0 | 0 | -10< | 128 ]
[ 128 | 2 | -4 | 2 | >0 | 0 | 0 | 0 | 0 | -11< | 128 ]
[ 128 | 2 | -4 | 2 | >-1 | 0 | 0 | 0 | 0 | -12< | 128 ]
[ 128 | 2 | -4 | 2 | >-2 | 0 | 0 | 0 | 0 | -13< | 128 ]
[ 128 | 2 | -4 | 2 | >-3 | 0 | 0 | 0 | 0 | -14< | 128 ]
[ 128 | 2 | -4 | 2 | >-4 | 0 | 0 | 0 | 0 | -15< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | >0 | 0 | 0 | 0 | -16< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | >1 | 0 | 0 | 0 | -17< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | >2 | 0 | 0 | 0< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >0 | 0 | -1< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-1 | 0 | -2< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-2 | 0 | -3< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-3 | 0 | -4< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-4 | 0 | -5< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | >0 | -6< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | >1 | -7< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | >2 | -8< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | >-9< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | >-11< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | >-13< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | >-15< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | >-17< | -17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -18< | >-17 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -19< | >-18 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -20< | >-19 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -21< | >-20 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2< | -21 | >-21 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4< | 2 | -21 | -21 | >128 ]
[ 128 | 2 | -4 | 2 | -4 | 2< | -4 | 2 | -21 | -21 | >-127 ]
[ 128 | 2 | -4 | 2 | -4< | 2 | -4 | 2 | -21 | -21 | >-126 ]
[ 128 | 2 | -4 | 2< | -4 | 2 | -4 | 2 | -21 | -21 | >-125 ]
[ 128 | 2 | -4< | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-124 ]
[ 128 | 2< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-124 ]
[ 128 | 2< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-125 ]
[ 128 | 3< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-125 ]
[ 128 | 3< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-126 ]
[ 128 | 4< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-126 ]
[ 128 | 4< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-127 ]
[ 128 | 5< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >-127 ]
[ 128 | 5< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >128 ]
[ 128 | 6< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >128 ]
[ 128 | 6< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >127 ]
[ 128 | 7< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >127 ]
[ 128 | 7< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >126 ]
[ 128 | 8< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >126 ]
[ 128 | 8< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >125 ]
[ 128 | 9< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >125 ]
[ 128 | 9< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >124 ]
[ 128 | 10< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >124 ]
[ 128 | 10< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >123 ]
[ 128 | 11< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >123 ]
[ 128 | 11< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >122 ]
[ 128 | 12< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >122 ]
[ 128 | 12< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >121 ]
[ 128 | 13< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >121 ]
[ 128 | 13< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >120 ]
[ 128 | 14< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >120 ]
[ 128 | 14< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >119 ]
[ 128 | 15< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >119 ]
[ 128 | 15< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >118 ]
[ 128 | 16< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >118 ]
[ 128 | 16< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >117 ]
[ 128 | 17< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >117 ]
[ 128 | 17< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >116 ]
[ 128 | 18< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >116 ]
[ 128 | 18< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >115 ]
[ 128 | 19< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >115 ]
[ 128 | 19< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >114 ]
[ 128 | 20< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >114 ]
[ 128 | 20< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >113 ]
[ 128 | 19< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >113 ]
[ 128 | 18< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >112 ]
[ 128 | 17< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >112 ]
[ 128 | 16< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >111 ]
[ 128 | 15< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >111 ]
[ 128 | 14< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >110 ]
[ 128 | 13< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >110 ]
[ 128 | 12< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >109 ]
[ 128 | 11< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >109 ]
[ 128 | 10< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >108 ]
[ 128 | 9< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >108 ]
[ 128 | 8< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >107 ]
[ 128 | 7< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >107 ]
[ 128 | 6< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >106 ]
[ 128 | 5< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >106 ]
[ 128 | 4< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >105 ]
[ 128 | 3< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >105 ]
[ 128 | 2< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >104 ]
[ 128 | 1< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >104 ]
[ 128 | 1< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >103 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >103 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >102 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >102 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >101 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >101 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >100 ]
[ 128 | 0< | -4 | 2 | -4 | 2 | -4 | 2 | -21 | -21 | >100 ]
