===== Starting battle of <BeatYouMate> vs <SeeSawRush> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ 128 | >-3 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ 128 | >-4 | 0 | 0 | 0 | -1< | 0 | 0 | 0 | 128 ]
[ 128 | >-5 | 0 | 0 | 0 | -2< | 0 | 0 | 0 | 128 ]
[ 128 | >-6 | 0 | 0 | 0 | -3< | 0 | 0 | 0 | 128 ]
[ 128 | -6 | >0 | 0 | 0 | -4< | 0 | 0 | 0 | 128 ]
[ 128 | -6 | >1 | 0 | 0 | -5< | 0 | 0 | 0 | 128 ]
[ 128 | -6 | >2 | 0 | 0 | -6< | 0 | 0 | 0 | 128 ]
[ 128 | -6 | >3 | 0 | 0 | -6 | 0< | 0 | 0 | 128 ]
[ 128 | -6 | >4 | 0 | 0 | -6 | 1< | 0 | 0 | 128 ]
[ 128 | -6 | >5 | 0 | 0 | -6 | 2< | 0 | 0 | 128 ]
[ 128 | -6 | >6 | 0 | 0 | -6 | 3< | 0 | 0 | 128 ]
[ 128 | -6 | >7 | 0 | 0 | -6 | 4< | 0 | 0 | 128 ]
[ 128 | -6 | 7 | >0 | 0 | -6 | 5< | 0 | 0 | 128 ]
[ 128 | -6 | 7 | >-1 | 0 | -6 | 5 | 0< | 0 | 128 ]
[ 128 | -6 | 7 | >-2 | 0 | -6 | 5 | -1< | 0 | 128 ]
[ 128 | -6 | 7 | >-3 | 0 | -6 | 5 | -2< | 0 | 128 ]
[ 128 | -6 | 7 | >-4 | 0 | -6 | 5 | -3< | 0 | 128 ]
[ 128 | -6 | 7 | >-5 | 0 | -6 | 5 | -4< | 0 | 128 ]
[ 128 | -6 | 7 | >-6 | 0 | -6 | 5 | -4 | 0< | 128 ]
[ 128 | -6 | 7 | -6 | >0 | -6 | 5 | -4 | 1< | 128 ]
[ 128 | -6 | 7 | -6 | >1 | -6 | 5 | -4 | 2< | 128 ]
[ 128 | -6 | 7 | -6 | >2 | -6 | 5 | -4 | 3< | 128 ]
[ 128 | -6 | 7 | -6 | >3 | -6 | 5 | -4< | 3 | 128 ]
[ 128 | -6 | 7 | -6 | >4 | -6 | 5< | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | >5 | -6< | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | >6< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | >6< | -6 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | 5< | >-6 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | 4< | >-7 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | 3< | >-8 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6 | 2< | >-9 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -6< | 2 | >-10 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -5< | 2 | >-11 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -4< | 2 | >-12 | 5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -3< | 2 | -12 | >5 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -2< | 2 | -12 | >6 | -4 | 3 | 128 ]
[ 128 | -6 | 7 | -1< | 2 | -12 | >7 | -4 | 3 | 128 ]
[ 128 | -6 | 7< | -1 | 2 | -12 | >8 | -4 | 3 | 128 ]
[ 128 | -6 | 6< | -1 | 2 | -12 | >9 | -4 | 3 | 128 ]
[ 128 | -6 | 5< | -1 | 2 | -12 | >10 | -4 | 3 | 128 ]
[ 128 | -6 | 4< | -1 | 2 | -12 | >11 | -4 | 3 | 128 ]
[ 128 | -6 | 3< | -1 | 2 | -12 | >12 | -4 | 3 | 128 ]
[ 128 | -6 | 2< | -1 | 2 | -12 | 12 | >-4 | 3 | 128 ]
[ 128 | -6< | 2 | -1 | 2 | -12 | 12 | >-5 | 3 | 128 ]
[ 128 | -5< | 2 | -1 | 2 | -12 | 12 | >-6 | 3 | 128 ]
[ 128 | -4< | 2 | -1 | 2 | -12 | 12 | >-7 | 3 | 128 ]
[ 128 | -3< | 2 | -1 | 2 | -12 | 12 | >-8 | 3 | 128 ]
[ 128 | -2< | 2 | -1 | 2 | -12 | 12 | >-9 | 3 | 128 ]
[ 128 | -1< | 2 | -1 | 2 | -12 | 12 | >-10 | 3 | 128 ]
[ 128< | -1 | 2 | -1 | 2 | -12 | 12 | -10 | >3 | 128 ]
[ 128< | -1 | 2 | -1 | 2 | -12 | 12 | -10 | >4 | 128 ]
[ -127< | -1 | 2 | -1 | 2 | -12 | 12 | -10 | >5 | 128 ]
[ -126< | -1 | 2 | -1 | 2 | -12 | 12 | -10 | >6 | 128 ]
[ -125< | -1 | 2 | -1 | 2 | -12 | 12 | -10 | >7 | 128 ]
