===== Starting battle of <TerribleThor> vs <TruthBot> with memory tape size: 12 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 128 ]
[ 128 | -2 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | 128 ]
[ 128 | -2 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -2 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | -2< | 2 | 128 ]
[ 128 | -2 | 0 | >-2 | 0 | 0 | 0 | 0 | 0 | -3< | 2 | 128 ]
[ 128 | -2 | 0 | -2 | >0 | 0 | 0 | 0 | 0 | -4< | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | >0 | 0 | 0 | 0< | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | >-1 | 0 | 0 | 1< | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | >-2 | 0 | 0 | 2< | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | >0 | 0< | 2 | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | >-1< | 2 | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | >-3< | 2 | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | >-5< | 2 | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0 | -6< | >2 | -4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 0< | -6 | 2 | >-4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 1< | -6 | 2 | >-4 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2 | 2< | -6 | 2 | >-3 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -2< | 2 | -6 | 2 | >-3 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -3< | 2 | -6 | 2 | >-2 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -4< | 2 | -6 | 2 | >-2 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -5< | 2 | -6 | 2 | >-1 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0 | -6< | 2 | -6 | 2 | >-1 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 0< | -6 | 2 | -6 | 2 | >0 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 1< | -6 | 2 | -6 | 2 | >0 | 2 | 128 ]
[ 128 | -2 | 0 | -2 | 2< | -6 | 2 | -6 | 2 | 0 | >2 | 128 ]
[ 128 | -2 | 0 | -2< | 2 | -6 | 2 | -6 | 2 | 0 | >2 | 128 ]
[ 128 | -2 | 0 | -3< | 2 | -6 | 2 | -6 | 2 | 0 | >1 | 128 ]
[ 128 | -2 | 0 | -4< | 2 | -6 | 2 | -6 | 2 | 0 | >1 | 128 ]
[ 128 | -2 | 0 | -5< | 2 | -6 | 2 | -6 | 2 | 0 | >0 | 128 ]
[ 128 | -2 | 0 | -6< | 2 | -6 | 2 | -6 | 2 | 0 | >0 | 128 ]
[ 128 | -2 | 0< | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >128 ]
[ 128 | -2 | -1< | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >128 ]
[ 128 | -2 | -2< | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-127 ]
[ 128 | -2 | -3< | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-127 ]
[ 128 | -2 | -4< | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-126 ]
[ 128 | -2< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-126 ]
[ 128 | -1< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-125 ]
[ 128 | 0< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-125 ]
[ 128 | 1< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-124 ]
[ 128 | 2< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-124 ]
[ 128 | 2< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-123 ]
[ 128 | 1< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-123 ]
[ 128 | 1< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-122 ]
[ 128 | 0< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-122 ]
[ 128 | 0< | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-121 ]
[ 128< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-121 ]
[ -127< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-120 ]
[ -126< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-120 ]
[ -125< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-119 ]
[ -124< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-119 ]
[ -124< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-118 ]
[ -125< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-118 ]
[ -125< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-117 ]
[ -126< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-117 ]
[ -126< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-116 ]
[ -127< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-116 ]
[ -127< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-115 ]
[ 128< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-115 ]
[ 128< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-114 ]
[ 127< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-114 ]
[ 127< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-113 ]
[ 126< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-113 ]
[ 126< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-112 ]
[ 125< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-112 ]
[ 125< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-111 ]
[ 124< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-111 ]
[ 124< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-110 ]
[ 123< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-110 ]
[ 123< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-109 ]
[ 122< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-109 ]
[ 122< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-108 ]
[ 121< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-108 ]
[ 121< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-107 ]
[ 120< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-107 ]
[ 120< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-106 ]
[ 119< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-106 ]
[ 119< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-105 ]
[ 118< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-105 ]
[ 118< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-104 ]
[ 117< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-104 ]
[ 117< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-103 ]
[ 116< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-103 ]
[ 116< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-102 ]
[ 115< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-102 ]
[ 115< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-101 ]
[ 114< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-101 ]
[ 114< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-100 ]
[ 113< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-100 ]
[ 113< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-99 ]
[ 112< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-99 ]
[ 112< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-98 ]
[ 111< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-98 ]
[ 111< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-97 ]
[ 110< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-97 ]
[ 110< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-96 ]
[ 109< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-96 ]
[ 109< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-95 ]
[ 108< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-95 ]
[ 108< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-94 ]
[ 107< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-94 ]
[ 107< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-93 ]
[ 106< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-93 ]
[ 106< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-92 ]
[ 105< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-92 ]
[ 105< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-91 ]
[ 104< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-91 ]
[ 104< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-90 ]
[ 103< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-90 ]
[ 103< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-89 ]
[ 102< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-89 ]
[ 102< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-88 ]
[ 101< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-88 ]
[ 101< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-87 ]
[ 100< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-87 ]
[ 100< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-86 ]
[ 99< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-86 ]
[ 99< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-85 ]
[ 98< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-85 ]
[ 98< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-84 ]
[ 97< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-84 ]
[ 97< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-83 ]
[ 96< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-83 ]
[ 96< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-82 ]
[ 95< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-82 ]
[ 95< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-81 ]
[ 94< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-81 ]
[ 94< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-80 ]
[ 93< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-80 ]
[ 93< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-79 ]
[ 92< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-79 ]
[ 92< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-78 ]
[ 91< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-78 ]
[ 91< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-77 ]
[ 90< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-77 ]
[ 90< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-76 ]
[ 89< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-76 ]
[ 89< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-75 ]
[ 88< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-75 ]
[ 88< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-74 ]
[ 87< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-74 ]
[ 87< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-73 ]
[ 86< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-73 ]
[ 86< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-72 ]
[ 85< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-72 ]
[ 85< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-71 ]
[ 84< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-71 ]
[ 84< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-70 ]
[ 83< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-70 ]
[ 83< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-69 ]
[ 82< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-69 ]
[ 82< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-68 ]
[ 81< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-68 ]
[ 81< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-67 ]
[ 80< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-67 ]
[ 80< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-66 ]
[ 79< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-66 ]
[ 79< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-65 ]
[ 78< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-65 ]
[ 78< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-64 ]
[ 77< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-64 ]
[ 77< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-63 ]
[ 76< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-63 ]
[ 76< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-62 ]
[ 75< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-62 ]
[ 75< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-61 ]
[ 74< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-61 ]
[ 74< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-60 ]
[ 73< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-60 ]
[ 73< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-59 ]
[ 72< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-59 ]
[ 72< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-58 ]
[ 71< | 0 | -4 | -6 | 2 | -6 | 2 | -6 | 2 | 0 | 0 | >-58 ]
