===== Starting battle of <128Bot> vs <PyBot> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 127< ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 126< ]
[ 128 | 0 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 125< ]
[ 128 | 0 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 124< ]
[ 128 | 0 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 123< ]
[ 128 | 0 | >4 | 0 | 0 | 0 | 0 | 0 | 0 | 122< ]
[ 128 | 0 | >5 | 0 | 0 | 0 | 0 | 0 | 0< | 122 ]
[ 128 | 0 | >6 | 0 | 0 | 0 | 0 | 0< | 0 | 122 ]
[ 128 | 0 | >7 | 0 | 0 | 0 | 0 | -1< | 0 | 122 ]
[ 128 | 0 | >8 | 0 | 0 | 0 | 0< | -1 | 0 | 122 ]
[ 128 | 0 | >9 | 0 | 0 | 0< | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >10 | 0 | 0 | -1< | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >11 | 0 | 0< | -1 | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >12 | 0< | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >13 | -1< | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >14< | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | 0< | >15 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -1< | >16 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128< | -1 | >17 | -1 | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | -1 | >18 | -1 | 0 | -1 | 0 | -1 | 0 | 122< ]

===== 128Bot won the battle after 20 cycles =====



===== Starting battle of <128Bot> vs <PyBot> with memory tape size: 18 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 127< ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 126< ]
[ 128 | 0 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 125< ]
[ 128 | 0 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 124< ]
[ 128 | 0 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 123< ]
[ 128 | 0 | >4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 122< ]
[ 128 | 0 | >5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 122 ]
[ 128 | 0 | >6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 122 ]
[ 128 | 0 | >7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | 122 ]
[ 128 | 0 | >8 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | 122 ]
[ 128 | 0 | >9 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >11 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >12 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | 122 ]
[ 128 | 0 | >13 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 0 | -1 | 0 | 122 ]
