===== Starting battle of <EndTitled> vs <PatientBot> with memory tape size: 11 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | 128 ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | 128 ]
[ 128 | 0 | 0 | >0 | 0 | 0 | 0 | -1< | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | >0 | 0 | 0< | -1 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | >0 | 1< | -1 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 0< | >1 | -1 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0 | 1< | 1 | >-1 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | 0< | 1 | 1 | >0 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0 | -1< | 1 | 1 | >1 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | 0< | -1 | 1 | 1 | >2 | -1 | 0 | 128 ]
[ 128 | 0 | 0 | -1< | -1 | 1 | 1 | >3 | -1 | 0 | 128 ]
[ 128 | 0 | 0< | -1 | -1 | 1 | 1 | >4 | -1 | 0 | 128 ]
[ 128 | 0 | 1< | -1 | -1 | 1 | 1 | >5 | -1 | 0 | 128 ]
[ 128 | 0< | 1 | -1 | -1 | 1 | 1 | >6 | -1 | 0 | 128 ]
[ 128 | -1< | 1 | -1 | -1 | 1 | >1 | 6 | -1 | 0 | 128 ]
[ 128< | -1 | 1 | -1 | -1 | >1 | 1 | 6 | -1 | 0 | 128 ]
[ -127< | -1 | 1 | -1 | >-1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ -127< | -1 | 1 | >-1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 128< | -1 | >1 | -1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 128< | >-1 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ >127< | -1 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 127< | >-1 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 127 | >-2< | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 127 | >-3 | 1< | -1 | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 127 | >-4 | 1 | -1< | -1 | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 127 | >-5 | 1 | -1 | -1< | 1 | 1 | 6 | -1 | 0 | 128 ]
[ 127 | >-6 | 1 | -1 | -1 | 1< | 1 | 6 | -1 | 0 | 128 ]
[ 127 | >-7 | 1 | -1 | -1 | 1 | 1< | 6 | -1 | 0 | 128 ]
[ 127 | >-8 | 1 | -1 | -1 | 1 | 1 | 6< | -1 | 0 | 128 ]
[ 127 | >-9 | 1 | -1 | -1 | 1 | 1 | 6 | -1< | 0 | 128 ]
[ 127 | >-10 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 0< | 128 ]
[ 127 | >-11 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 0< | 128 ]
[ 127 | >-12 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 1< | 128 ]
[ 127 | >-13 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 2< | 128 ]
[ 127 | >-14 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 3< | 128 ]
[ 127 | >-15 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 4< | 128 ]
[ 127 | >-16 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 5< | 128 ]
[ 127 | >-17 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 6< | 128 ]
[ 127 | >-18 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 7< | 128 ]
[ 127 | >-19 | 1 | -1 | -1 | 1 | 1 | 6 | -1 | 8< | 128 ]
[ 127 | -19 | >1 | -1 | -1 | 1 | 1 | 6 | -1 | 9< | 128 ]
[ 127 | -19 | 1 | >-1 | -1 | 1 | 1 | 6 | -1 | 10< | 128 ]
[ 127 | -19 | 1 | -1 | >-1 | 1 | 1 | 6 | -1 | 11< | 128 ]
[ 127 | -19 | 1 | -1 | >0 | 1 | 1 | 6 | -1 | 12< | 128 ]
[ 127 | -19 | 1 | -1 | >1 | 1 | 1 | 6 | -1 | 13< | 128 ]
[ 127 | -19 | 1 | -1 | >2 | 1 | 1 | 6 | -1 | 14< | 128 ]
[ 127 | -19 | 1 | -1 | >3 | 1 | 1 | 6 | -1 | 15< | 128 ]
[ 127 | -19 | 1 | -1 | >4 | 1 | 1 | 6 | -1 | 16< | 128 ]
[ 127 | -19 | 1 | -1 | >5 | 1 | 1 | 6 | -1 | 17< | 128 ]
[ 127 | -19 | 1 | -1 | >6 | 1 | 1 | 6 | -1 | 18< | 128 ]
[ 127 | -19 | 1 | -1 | >7 | 1 | 1 | 6 | -1 | 19< | 128 ]
[ 127 | -19 | 1 | -1 | >8 | 1 | 1 | 6 | -1 | 20< | 128 ]
[ 127 | -19 | 1 | -1 | >9 | 1 | 1 | 6 | -1 | 21< | 128 ]
[ 127 | -19 | 1 | -1 | >10 | 1 | 1 | 6 | -1 | 22< | 128 ]
[ 127 | -19 | 1 | -1 | >11 | 1 | 1 | 6 | -1 | 23< | 128 ]
[ 127 | -19 | 1 | -1 | >12 | 1 | 1 | 6 | -1 | 24< | 128 ]
[ 127 | -19 | 1 | -1 | >13 | 1 | 1 | 6 | -1 | 25< | 128 ]
[ 127 | -19 | 1 | -1 | >14 | 1 | 1 | 6 | -1 | 26< | 128 ]
[ 127 | -19 | 1 | -1 | >15 | 1 | 1 | 6 | -1 | 27< | 128 ]
[ 127 | -19 | 1 | -1 | >16 | 1 | 1 | 6 | -1 | 28< | 128 ]
[ 127 | -19 | 1 | -1 | >17 | 1 | 1 | 6 | -1 | 29< | 128 ]
[ 127 | -19 | 1 | -1 | >18 | 1 | 1 | 6 | -1 | 30< | 128 ]
[ 127 | -19 | 1 | -1 | >19 | 1 | 1 | 6 | -1 | 31< | 128 ]
[ 127 | -19 | 1 | -1 | >20 | 1 | 1 | 6 | -1 | 32< | 128 ]
[ 127 | -19 | 1 | -1 | >21 | 1 | 1 | 6 | -1 | 33< | 128 ]
[ 127 | -19 | 1 | -1 | >22 | 1 | 1 | 6 | -1 | 34< | 128 ]
[ 127 | -19 | 1 | -1 | >23 | 1 | 1 | 6 | -1 | 35< | 128 ]
[ 127 | -19 | 1 | -1 | >24 | 1 | 1 | 6 | -1 | 36< | 128 ]
[ 127 | -19 | 1 | -1 | >25 | 1 | 1 | 6 | -1 | 37< | 128 ]
[ 127 | -19 | 1 | -1 | >26 | 1 | 1 | 6 | -1 | 38< | 128 ]
[ 127 | -19 | 1 | -1 | >27 | 1 | 1 | 6 | -1 | 39< | 128 ]
[ 127 | -19 | 1 | -1 | >28 | 1 | 1 | 6 | -1 | 40< | 128 ]
[ 127 | -19 | 1 | -1 | >29 | 1 | 1 | 6 | -1 | 41< | 128 ]
[ 127 | -19 | 1 | -1 | >30 | 1 | 1 | 6 | -1 | 42< | 128 ]
[ 127 | -19 | 1 | -1 | >31 | 1 | 1 | 6 | -1 | 43< | 128 ]
[ 127 | -19 | 1 | -1 | >32 | 1 | 1 | 6 | -1 | 44< | 128 ]
[ 127 | -19 | 1 | -1 | >33 | 1 | 1 | 6 | -1 | 45< | 128 ]
[ 127 | -19 | 1 | -1 | >34 | 1 | 1 | 6 | -1 | 46< | 128 ]
[ 127 | -19 | 1 | -1 | >35 | 1 | 1 | 6 | -1 | 47< | 128 ]
[ 127 | -19 | 1 | -1 | >36 | 1 | 1 | 6 | -1 | 48< | 128 ]
[ 127 | -19 | 1 | -1 | >37 | 1 | 1 | 6 | -1 | 49< | 128 ]
[ 127 | -19 | 1 | -1 | >38 | 1 | 1 | 6 | -1 | 50< | 128 ]
[ 127 | -19 | 1 | -1 | >39 | 1 | 1 | 6 | -1 | 51< | 128 ]
[ 127 | -19 | 1 | -1 | >40 | 1 | 1 | 6 | -1 | 52< | 128 ]
[ 127 | -19 | 1 | -1 | >41 | 1 | 1 | 6 | -1 | 53< | 128 ]
[ 127 | -19 | 1 | -1 | >42 | 1 | 1 | 6 | -1 | 54< | 128 ]
[ 127 | -19 | 1 | -1 | >43 | 1 | 1 | 6 | -1 | 55< | 128 ]
[ 127 | -19 | 1 | -1 | >44 | 1 | 1 | 6 | -1 | 56< | 128 ]
[ 127 | -19 | 1 | -1 | >45 | 1 | 1 | 6 | -1 | 57< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >1 | 1 | 6 | -1 | 58< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >0 | 1 | 6 | -1 | 59< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-1 | 1 | 6 | -1 | 60< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-2 | 1 | 6 | -1 | 61< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-3 | 1 | 6 | -1 | 62< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-4 | 1 | 6 | -1 | 63< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-5 | 1 | 6 | -1 | 64< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-6 | 1 | 6 | -1 | 65< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-7 | 1 | 6 | -1 | 66< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-8 | 1 | 6 | -1 | 67< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-9 | 1 | 6 | -1 | 68< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-10 | 1 | 6 | -1 | 69< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-11 | 1 | 6 | -1 | 70< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-12 | 1 | 6 | -1 | 71< | 128 ]
[ 127 | -19 | 1 | -1 | 45 | >-13 | 1 | 6 | -1 | 72< | 128 ]
