===== Starting battle of <WallE2.0> vs <Alternator> with memory tape size: 18 =====

[ 128< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >31 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >32 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 127< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >33 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >34 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 126< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >35 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >36 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 125< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >37 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >38 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 124< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >39 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >40 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 123< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >41 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >42 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 122< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >43 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >44 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 121< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >45 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 120< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >46 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 120< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >47 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 119< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >48 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 119< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >49 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 118< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >50 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 118< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >51 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 117< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >52 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 117< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >53 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 116< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >54 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 116< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >55 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 115< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >56 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 115< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >57 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 114< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >58 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 114< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >59 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 113< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >60 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 113< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >61 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 112< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >62 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 112< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >63 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 111< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >64 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 111< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >65 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 110< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >66 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 110< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >67 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 109< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >68 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 109< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >69 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 108< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >70 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 108< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >71 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 107< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >72 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 107< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >73 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 106< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >74 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 106< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >75 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 105< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >76 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 105< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >77 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 104< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >78 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 104< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >79 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 103< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >80 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 103< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >81 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 102< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >82 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 102< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >83 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 101< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >84 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 101< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >85 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 100< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >86 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 100< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >87 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 99< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >88 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 99< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >89 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 98< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >90 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 98< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >91 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 97< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >92 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 97< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >93 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 96< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >94 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 96< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >95 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 95< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >96 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 95< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >97 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 94< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >98 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 94< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >99 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 93< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >100 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 93< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >101 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
