===== Starting battle of <PyBot> vs <DecoyMaster> with memory tape size: 15 =====

[ 60< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 9 | -10 | 32 | -30 | >2 ]
[ 59< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 9 | -10 | 32 | -30 | >2 ]
[ 59< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 9 | -10 | 32 | -30 | >1 ]
[ 58< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 9 | -10 | 32 | -30 | >1 ]
[ 58< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 9 | -10 | 32 | -30 | >0 ]
[ 57< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 9 | -10 | 32 | -30 | >0 ]

===== PyBot won the battle after 283 cycles =====



===== Starting battle of <PyBot> vs <DecoyMaster> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ >126 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ >125 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ >124 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ >123 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 128 ]
[ >122 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 128 ]
[ 122 | >0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | >0 | 0 | 0 | 4< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | >-1 | 0 | 0 | 5< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | >0 | 0 | 6< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | >0 | 7< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | >-1 | 8< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | >9< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 10< | >0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 10 | >-1< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 10 | -2< | >0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 10 | -3< | 0 | >0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 10 | -4< | 0 | >-1 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 10 | -5< | 0 | -1 | >128 ]
[ >122 | 0 | -1 | 0 | -1 | 10 | -6< | 0 | -1 | 128 ]

===== DecoyMaster won the battle after 20 cycles =====



===== Starting battle of <PyBot> vs <DecoyMaster> with memory tape size: 19 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ >126 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ >125 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 128 ]
[ >124 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 128 ]
[ >123 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 0 | 0 | 128 ]
[ >122 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 0 | 0 | 128 ]
[ 122 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 6< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 8< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 9< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 10< | 0 | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 10 | 0< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 10 | -1< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 10 | -2< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | 10 | -3< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | 10 | -4< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | >0 | 0 | 0 | 0 | 10 | -5< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | >0 | 0 | 0 | 0 | 10 | -6< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | >1 | 0 | 0 | 0 | 10 | -7< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | >2 | 0 | 0 | 0 | 10 | -8< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >0 | 0 | 0 | 10 | -9< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >0 | 0 | 0 | 10 | -10< | 0 | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | >0 | 0 | 10 | -10 | 0< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | >0 | 0 | 10 | -10 | 1< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | >1 | 0 | 10 | -10 | 2< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | >2 | 0 | 10 | -10 | 3< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | >0 | 10 | -10 | 4< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | >0 | 10 | -10 | 5< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >10 | -10 | 6< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >10 | -10 | 7< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >9 | -10 | 8< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >9 | -10 | 9< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >8 | -10 | 10< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >8 | -10 | 11< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >7 | -10 | 12< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >7 | -10 | 13< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >6 | -10 | 14< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >6 | -10 | 15< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >5 | -10 | 16< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >5 | -10 | 17< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >4 | -10 | 18< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >4 | -10 | 19< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >3 | -10 | 20< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >3 | -10 | 21< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >2 | -10 | 22< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >2 | -10 | 23< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >1 | -10 | 24< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >1 | -10 | 25< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >0 | -10 | 26< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >0 | -10 | 27< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | >1 | -10 | 28< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-10 | 29< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-10 | 30< | 0 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-11 | 30 | 0< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-11 | 30 | -1< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-12 | 30 | -2< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-12 | 30 | -3< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-13 | 30 | -4< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-13 | 30 | -5< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-14 | 30 | -6< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-14 | 30 | -7< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-15 | 30 | -8< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-15 | 30 | -9< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-16 | 30 | -10< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-16 | 30 | -11< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-17 | 30 | -12< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-17 | 30 | -13< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-18 | 30 | -14< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-18 | 30 | -15< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-19 | 30 | -16< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-19 | 30 | -17< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-20 | 30 | -18< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-20 | 30 | -19< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-21 | 30 | -20< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-21 | 30 | -21< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-22 | 30 | -22< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-22 | 30 | -23< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-23 | 30 | -24< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-23 | 30 | -25< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-24 | 30 | -26< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-24 | 30 | -27< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-25 | 30 | -28< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-25 | 30 | -29< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-26 | 30 | -30< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-26 | 30< | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | >-27< | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1< | >-27 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0< | 1 | >-28 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 1< | 1 | >-28 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2< | 1 | 1 | >-29 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 3< | 1 | 1 | >-29 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | 0< | 3 | 1 | 1 | >-30 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | -1< | 3 | 1 | 1 | >-30 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2< | -1 | 3 | 1 | 1 | >-31 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 1< | -1 | 3 | 1 | 1 | >-31 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 1 | -1 | 3 | 1 | 1 | >-32 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 1 | -1 | 3 | 1 | 1 | >-32 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 1< | 1 | -1 | 3 | 1 | 1 | >-33 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 1 | -1 | 3 | 1 | 1 | >-33 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 1 | -1 | 3 | 1 | 1 | >-34 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -2< | 1 | 1 | -1 | 3 | 1 | 1 | >-34 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -2< | 1 | 1 | -1 | 3 | 1 | 1 | >-35 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 1 | -1 | 3 | 1 | 1 | >-35 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | -1 | 3 | 1 | 1 | >-36 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | -1 | 3 | 1 | 1 | >-36 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | -1 | 3 | 1 | 1 | >-37 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | -1 | 3 | 1 | 1 | >-37 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 1< | 1 | 1 | -1 | 3 | 1 | 1 | >-38 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-38 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-39 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 1< | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-39 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-40 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-40 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -2< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-41 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -2< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-41 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-42 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-42 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-43 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-43 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-44 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | 1< | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-44 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0< | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-45 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0< | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-45 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 1< | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-46 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-46 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-47 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -2< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-47 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -2< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-48 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-48 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-49 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-49 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-50 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-50 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 1< | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-51 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-51 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-52 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 1< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-52 | 30 | -30 | 128 ]
[ 122 | 0 | -1< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-53 | 30 | -30 | 128 ]
[ 122 | 0 | -1< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-53 | 30 | -30 | 128 ]
[ 122 | 0 | -2< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-54 | 30 | -30 | 128 ]
[ 122 | 0 | -2< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-54 | 30 | -30 | 128 ]
[ 122 | 0 | -1< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-55 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-55 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-56 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-56 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-57 | 30 | -30 | 128 ]
[ 122 | 0 | 1< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-57 | 30 | -30 | 128 ]
[ 122 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-58 | 30 | -30 | 128 ]
[ 122 | 0< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-58 | 30 | -30 | 128 ]
[ 122 | 1< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-59 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | -1 | 3 | 1 | 1 | >-59 | 30 | -30 | 128 ]
