===== Starting battle of <PyBot> vs <DecoyMaster> with memory tape size: 15 =====

[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-18 | 30 | -3< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-18 | 30 | -4< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-19 | 30 | -5< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-19 | 30 | -6< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-20 | 30 | -7< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-20 | 30 | -8< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-21 | 30 | -9< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-21 | 30 | -10< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-22 | 30 | -11< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-22 | 30 | -12< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-23 | 30 | -13< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-23 | 30 | -14< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-24 | 30 | -15< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-24 | 30 | -16< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-25 | 30 | -17< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-25 | 30 | -18< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-26 | 30 | -19< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-26 | 30 | -20< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-27 | 30 | -21< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-27 | 30 | -22< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-28 | 30 | -23< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-28 | 30 | -24< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-29 | 30 | -25< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-29 | 30 | -26< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-30 | 30 | -27< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-30 | 30 | -28< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-31 | 30 | -29< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-31 | 30 | -30< | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-32 | 30< | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2 | >-32< | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 2< | >-33 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 2 | >-33 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 1< | 2 | >-34 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1< | 1 | 2 | >-34 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | 0< | 1 | 2 | >-35 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | 0< | 0 | 1 | 2 | >-35 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1 | -1< | 0 | 1 | 2 | >-36 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -1< | -1 | 0 | 1 | 2 | >-36 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0 | -2< | -1 | 0 | 1 | 2 | >-37 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0< | -2 | -1 | 0 | 1 | 2 | >-37 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 0< | -2 | -1 | 0 | 1 | 2 | >-38 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1 | 1< | -2 | -1 | 0 | 1 | 2 | >-38 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1< | 1 | -2 | -1 | 0 | 1 | 2 | >-39 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1< | 1 | -2 | -1 | 0 | 1 | 2 | >-39 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -2< | 1 | -2 | -1 | 0 | 1 | 2 | >-40 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -2< | 1 | -2 | -1 | 0 | 1 | 2 | >-40 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | -1< | 1 | -2 | -1 | 0 | 1 | 2 | >-41 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | -2 | -1 | 0 | 1 | 2 | >-41 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | -2 | -1 | 0 | 1 | 2 | >-42 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | -2 | -1 | 0 | 1 | 2 | >-42 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 0< | 1 | -2 | -1 | 0 | 1 | 2 | >-43 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0 | 1< | 1 | -2 | -1 | 0 | 1 | 2 | >-43 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0< | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-44 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 0< | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-44 | 30 | -30 | 128 ]
[ 122 | 0 | -1 | 1< | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-45 | 30 | -30 | 128 ]
[ 122 | 0 | -1< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-45 | 30 | -30 | 128 ]
[ 122 | 0 | -1< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-46 | 30 | -30 | 128 ]
[ 122 | 0 | -2< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-46 | 30 | -30 | 128 ]
[ 122 | 0 | -2< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-47 | 30 | -30 | 128 ]
[ 122 | 0 | -1< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-47 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-48 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-48 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-49 | 30 | -30 | 128 ]
[ 122 | 0 | 0< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-49 | 30 | -30 | 128 ]
[ 122 | 0 | 1< | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-50 | 30 | -30 | 128 ]
[ 122 | 0< | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-50 | 30 | -30 | 128 ]
[ 122 | 0< | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-51 | 30 | -30 | 128 ]
[ 122 | 1< | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-51 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-52 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-52 | 30 | -30 | 128 ]
[ 121< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-53 | 30 | -30 | 128 ]
[ 121< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-53 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-54 | 30 | -30 | 128 ]
[ 123< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-54 | 30 | -30 | 128 ]
[ 123< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-55 | 30 | -30 | 128 ]
[ 124< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-55 | 30 | -30 | 128 ]
[ 125< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-56 | 30 | -30 | 128 ]
[ 126< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-56 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-57 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-57 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-58 | 30 | -30 | 128 ]
[ -126< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-58 | 30 | -30 | 128 ]
[ -125< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-59 | 30 | -30 | 128 ]
[ -124< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-59 | 30 | -30 | 128 ]
[ -123< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-60 | 30 | -30 | 128 ]
[ -123< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-60 | 30 | -30 | 128 ]
[ -124< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-61 | 30 | -30 | 128 ]
[ -124< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-61 | 30 | -30 | 128 ]
[ -125< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-62 | 30 | -30 | 128 ]
[ -125< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-62 | 30 | -30 | 128 ]
[ -126< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-63 | 30 | -30 | 128 ]
[ -126< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-63 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-64 | 30 | -30 | 128 ]
[ -127< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-64 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-65 | 30 | -30 | 128 ]
[ 128< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-65 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-66 | 30 | -30 | 128 ]
[ 127< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-66 | 30 | -30 | 128 ]
[ 126< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-67 | 30 | -30 | 128 ]
[ 126< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-67 | 30 | -30 | 128 ]
[ 125< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-68 | 30 | -30 | 128 ]
[ 125< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-68 | 30 | -30 | 128 ]
[ 124< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-69 | 30 | -30 | 128 ]
[ 124< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-69 | 30 | -30 | 128 ]
[ 123< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-70 | 30 | -30 | 128 ]
[ 123< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-70 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-71 | 30 | -30 | 128 ]
[ 122< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-71 | 30 | -30 | 128 ]
[ 121< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-72 | 30 | -30 | 128 ]
[ 121< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-72 | 30 | -30 | 128 ]
[ 120< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-73 | 30 | -30 | 128 ]
[ 120< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-73 | 30 | -30 | 128 ]
[ 119< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-74 | 30 | -30 | 128 ]
[ 119< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-74 | 30 | -30 | 128 ]
[ 118< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-75 | 30 | -30 | 128 ]
[ 118< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-75 | 30 | -30 | 128 ]
[ 117< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-76 | 30 | -30 | 128 ]
[ 117< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-76 | 30 | -30 | 128 ]
[ 116< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-77 | 30 | -30 | 128 ]
[ 116< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-77 | 30 | -30 | 128 ]
[ 115< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-78 | 30 | -30 | 128 ]
[ 115< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-78 | 30 | -30 | 128 ]
[ 114< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-79 | 30 | -30 | 128 ]
[ 114< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-79 | 30 | -30 | 128 ]
[ 113< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-80 | 30 | -30 | 128 ]
[ 113< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-80 | 30 | -30 | 128 ]
[ 112< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-81 | 30 | -30 | 128 ]
[ 112< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-81 | 30 | -30 | 128 ]
[ 111< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-82 | 30 | -30 | 128 ]
[ 111< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-82 | 30 | -30 | 128 ]
[ 110< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-83 | 30 | -30 | 128 ]
[ 110< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-83 | 30 | -30 | 128 ]
[ 109< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-84 | 30 | -30 | 128 ]
[ 109< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-84 | 30 | -30 | 128 ]
[ 108< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-85 | 30 | -30 | 128 ]
[ 108< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-85 | 30 | -30 | 128 ]
[ 107< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-86 | 30 | -30 | 128 ]
[ 107< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-86 | 30 | -30 | 128 ]
[ 106< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-87 | 30 | -30 | 128 ]
[ 106< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-87 | 30 | -30 | 128 ]
[ 105< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-88 | 30 | -30 | 128 ]
[ 105< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-88 | 30 | -30 | 128 ]
[ 104< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-89 | 30 | -30 | 128 ]
[ 104< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-89 | 30 | -30 | 128 ]
[ 103< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-90 | 30 | -30 | 128 ]
[ 103< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-90 | 30 | -30 | 128 ]
[ 102< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-91 | 30 | -30 | 128 ]
[ 102< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-91 | 30 | -30 | 128 ]
[ 101< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-92 | 30 | -30 | 128 ]
[ 101< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-92 | 30 | -30 | 128 ]
[ 100< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-93 | 30 | -30 | 128 ]
[ 100< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-93 | 30 | -30 | 128 ]
[ 99< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-94 | 30 | -30 | 128 ]
[ 99< | 1 | 1 | 1 | 1 | 1 | -2 | -1 | 0 | 1 | 2 | >-94 | 30 | -30 | 128 ]
