===== Starting battle of <PyBot> vs <Geronimo> with memory tape size: 18 =====

[ 122 | 0 | -1 | 0 | -37< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >106 ]
[ 122 | 0 | -1 | 0 | -37< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >105 ]
[ 122 | 0 | -1 | 0 | -38< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >105 ]
[ 122 | 0 | -1 | 0 | -38< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >104 ]
[ 122 | 0 | -1 | 0 | -39< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >104 ]
[ 122 | 0 | -1 | 0 | -39< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >103 ]
[ 122 | 0 | -1 | 0 | -40< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >103 ]
[ 122 | 0 | -1 | 0 | -40< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >102 ]
[ 122 | 0 | -1 | 0 | -41< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >102 ]
[ 122 | 0 | -1 | 0 | -41< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >101 ]
[ 122 | 0 | -1 | 0 | -42< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >101 ]
[ 122 | 0 | -1 | 0 | -42< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >100 ]
[ 122 | 0 | -1 | 0 | -43< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >100 ]
[ 122 | 0 | -1 | 0 | -43< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >99 ]
[ 122 | 0 | -1 | 0 | -44< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >99 ]
[ 122 | 0 | -1 | 0 | -44< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >98 ]
[ 122 | 0 | -1 | 0 | -45< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >98 ]
[ 122 | 0 | -1 | 0 | -45< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >97 ]
[ 122 | 0 | -1 | 0 | -46< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >97 ]
[ 122 | 0 | -1 | 0 | -46< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >96 ]
[ 122 | 0 | -1 | 0 | -47< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >96 ]
[ 122 | 0 | -1 | 0 | -47< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >95 ]
[ 122 | 0 | -1 | 0 | -48< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >95 ]
[ 122 | 0 | -1 | 0 | -48< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >94 ]
[ 122 | 0 | -1 | 0 | -49< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >94 ]
[ 122 | 0 | -1 | 0 | -49< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >93 ]
[ 122 | 0 | -1 | 0 | -50< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >93 ]
[ 122 | 0 | -1 | 0 | -50< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >92 ]
[ 122 | 0 | -1 | 0 | -51< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >92 ]
[ 122 | 0 | -1 | 0 | -51< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >91 ]
[ 122 | 0 | -1 | 0 | -52< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >91 ]
[ 122 | 0 | -1 | 0 | -52< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >90 ]
[ 122 | 0 | -1 | 0 | -53< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >90 ]
[ 122 | 0 | -1 | 0 | -53< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >89 ]
[ 122 | 0 | -1 | 0 | -54< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >89 ]
[ 122 | 0 | -1 | 0 | -54< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >88 ]
[ 122 | 0 | -1 | 0 | -55< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >88 ]
[ 122 | 0 | -1 | 0 | -55< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >87 ]
[ 122 | 0 | -1 | 0 | -56< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >87 ]
[ 122 | 0 | -1 | 0 | -56< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >86 ]
[ 122 | 0 | -1 | 0 | -57< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >86 ]
[ 122 | 0 | -1 | 0 | -57< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >85 ]
[ 122 | 0 | -1 | 0 | -58< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >85 ]
[ 122 | 0 | -1 | 0 | -58< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >84 ]
[ 122 | 0 | -1 | 0 | -59< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >84 ]
[ 122 | 0 | -1 | 0 | -59< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >83 ]
[ 122 | 0 | -1 | 0 | -60< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >83 ]
[ 122 | 0 | -1 | 0 | -60< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >82 ]
[ 122 | 0 | -1 | 0 | -61< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >82 ]
[ 122 | 0 | -1 | 0 | -61< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >81 ]
[ 122 | 0 | -1 | 0 | -62< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >81 ]
[ 122 | 0 | -1 | 0 | -62< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >80 ]
[ 122 | 0 | -1 | 0 | -63< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >80 ]
[ 122 | 0 | -1 | 0 | -63< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >79 ]
[ 122 | 0 | -1 | 0 | -64< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >79 ]
[ 122 | 0 | -1 | 0 | -64< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >78 ]
[ 122 | 0 | -1 | 0 | -65< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >78 ]
[ 122 | 0 | -1 | 0 | -65< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >77 ]
[ 122 | 0 | -1 | 0 | -66< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >77 ]
[ 122 | 0 | -1 | 0 | -66< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >76 ]
[ 122 | 0 | -1 | 0 | -67< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >76 ]
[ 122 | 0 | -1 | 0 | -67< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >75 ]
[ 122 | 0 | -1 | 0 | -68< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >75 ]
[ 122 | 0 | -1 | 0 | -68< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >74 ]
[ 122 | 0 | -1 | 0 | -69< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >74 ]
[ 122 | 0 | -1 | 0 | -69< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >73 ]
[ 122 | 0 | -1 | 0 | -70< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >73 ]
[ 122 | 0 | -1 | 0 | -70< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >72 ]
[ 122 | 0 | -1 | 0 | -71< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >72 ]
[ 122 | 0 | -1 | 0 | -71< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >71 ]
[ 122 | 0 | -1 | 0 | -72< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >71 ]
[ 122 | 0 | -1 | 0 | -72< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >70 ]
[ 122 | 0 | -1 | 0 | -73< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >70 ]
[ 122 | 0 | -1 | 0 | -73< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >69 ]
[ 122 | 0 | -1 | 0 | -74< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >69 ]
[ 122 | 0 | -1 | 0 | -74< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >68 ]
[ 122 | 0 | -1 | 0 | -75< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >68 ]
[ 122 | 0 | -1 | 0 | -75< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >67 ]
[ 122 | 0 | -1 | 0 | -76< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >67 ]
[ 122 | 0 | -1 | 0 | -76< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >66 ]
[ 122 | 0 | -1 | 0 | -77< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >66 ]
[ 122 | 0 | -1 | 0 | -77< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >65 ]
[ 122 | 0 | -1 | 0 | -78< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >65 ]
[ 122 | 0 | -1 | 0 | -78< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >64 ]
[ 122 | 0 | -1 | 0 | -79< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >64 ]
[ 122 | 0 | -1 | 0 | -79< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >63 ]
[ 122 | 0 | -1 | 0 | -80< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >63 ]
[ 122 | 0 | -1 | 0 | -80< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >62 ]
[ 122 | 0 | -1 | 0 | -81< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >62 ]
[ 122 | 0 | -1 | 0 | -81< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >61 ]
[ 122 | 0 | -1 | 0 | -82< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >61 ]
[ 122 | 0 | -1 | 0 | -82< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >60 ]
[ 122 | 0 | -1 | 0 | -83< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >60 ]
[ 122 | 0 | -1 | 0 | -83< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >59 ]
[ 122 | 0 | -1 | 0 | -84< | 0 | -1 | 0 | -1 | 0 | 2 | 0 | 2 | 0 | 1 | 1 | 3 | >59 ]
