===== Starting battle of <SternBot> vs <TheWallmaster> with memory tape size: 14 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127< ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -127 ]
[ 128 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -127 ]
[ 128 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -127 ]
[ 128 | -1 | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | >0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | >-1 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | -1 | >0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | -1 | >1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | -1< | 1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | -1< | 1 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 0< | 1 | 0 | >-1 | 0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 0< | 1 | 0 | -1 | >0 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 1< | 1 | 0 | -1 | >1 | 0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 2< | 1 | 0 | -1 | 1 | >0 | 0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 3< | 1 | 0 | -1 | 1 | 0 | >0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 4< | 1 | 0 | -1 | 1 | 0 | >0 | 0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 5< | 1 | 0 | -1 | 1 | 0 | 0 | >0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 6< | 1 | 0 | -1 | 1 | 0 | 0 | >0 | 0 | -127 ]
[ 128 | -1 | 1 | 0 | 7< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | >0 | -127 ]
[ 128 | -1 | 1 | 0 | 8< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | >0 | -127 ]
[ 128 | -1 | 1 | 0 | 9< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | -1 | 1 | 0 | 10< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | -1 | 1 | 0 | 11< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | -1 | 1 | 0 | 12< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | -1 | 1 | 0 | 13< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | -1 | 1 | 0 | 14< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | -1 | 1 | 0 | 15< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | -1 | 1 | 0 | 16< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | -1 | 1 | 0 | 17< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | -1 | 1 | 0 | 18< | 1 | 0 | -1 | 1 | 0 | 0 | 0 | 0 | >125 ]
