===== Starting battle of <FastTrapClearBot> vs <128Bot> with memory tape size: 11 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 127 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 128 ]
[ 127 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 0 | 128 ]
[ 127 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 2< | 0 | 128 ]
[ 127 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 3< | 0 | 128 ]
[ 127 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 4< | 0 | 128 ]
[ 127 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 5< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 6< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 7< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 8< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 9< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 10< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 11< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 12< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 13< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >14< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >14< | 0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 15< | >0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 16< | >1 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 17< | >1 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 18< | >0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 19< | >0 | 128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 20< | 0 | >128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 21< | 0 | >-127 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 22< | 0 | >-127 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 23< | 0 | >128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 24< | 0 | >128 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 25< | 0 | >127 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 26< | 0 | >127 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 27< | 0 | >126 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 28< | 0 | >126 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 29< | 0 | >125 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 30< | 0 | >125 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 31< | 0 | >124 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 32< | 0 | >124 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 33< | 0 | >123 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 34< | 0 | >123 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 35< | 0 | >122 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 36< | 0 | >122 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 37< | 0 | >121 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 38< | 0 | >121 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 39< | 0 | >120 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 40< | 0 | >120 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 41< | 0 | >119 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 42< | 0 | >119 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 43< | 0 | >118 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 44< | 0 | >118 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 45< | 0 | >117 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 46< | 0 | >117 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 47< | 0 | >116 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 48< | 0 | >116 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 49< | 0 | >115 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 50< | 0 | >115 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 51< | 0 | >114 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 52< | 0 | >114 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 53< | 0 | >113 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 54< | 0 | >113 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 55< | 0 | >112 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 56< | 0 | >112 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 57< | 0 | >111 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 58< | 0 | >111 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 59< | 0 | >110 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 60< | 0 | >110 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 61< | 0 | >109 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 62< | 0 | >109 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 63< | 0 | >108 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 64< | 0 | >108 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 65< | 0 | >107 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 66< | 0 | >107 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 67< | 0 | >106 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 68< | 0 | >106 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 69< | 0 | >105 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 70< | 0 | >105 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 71< | 0 | >104 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 72< | 0 | >104 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 73< | 0 | >103 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 74< | 0 | >103 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 75< | 0 | >102 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 76< | 0 | >102 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 77< | 0 | >101 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 78< | 0 | >101 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 79< | 0 | >100 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 80< | 0 | >100 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 81< | 0 | >99 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 82< | 0 | >99 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 83< | 0 | >98 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 84< | 0 | >98 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 85< | 0 | >97 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 86< | 0 | >97 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 87< | 0 | >96 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 88< | 0 | >96 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 89< | 0 | >95 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 90< | 0 | >95 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 91< | 0 | >94 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 92< | 0 | >94 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 93< | 0 | >93 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 94< | 0 | >93 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 95< | 0 | >92 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 96< | 0 | >92 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 97< | 0 | >91 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 98< | 0 | >91 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 99< | 0 | >90 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 100< | 0 | >90 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 101< | 0 | >89 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 102< | 0 | >89 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 103< | 0 | >88 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 104< | 0 | >88 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 105< | 0 | >87 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 106< | 0 | >87 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 107< | 0 | >86 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 108< | 0 | >86 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 109< | 0 | >85 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 110< | 0 | >85 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 111< | 0 | >84 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 112< | 0 | >84 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 113< | 0 | >83 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 114< | 0 | >83 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 115< | 0 | >82 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 116< | 0 | >82 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 117< | 0 | >81 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 118< | 0 | >81 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 119< | 0 | >80 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 120< | 0 | >80 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 121< | 0 | >79 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 122< | 0 | >79 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 123< | 0 | >78 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 124< | 0 | >78 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 125< | 0 | >77 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 126< | 0 | >77 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 127< | 0 | >76 ]
[ 127 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 127 | 0< | >76 ]
