===== Starting battle of <NestDarwin> vs <CleverAndDetermined> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ >126 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ >125 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | 128 ]
[ >124 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | 128 ]
[ >123 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ 123 | >0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 128 ]
[ 123 | >0 | 0 | 0 | 0 | 0 | 2< | -1 | 1 | 128 ]
[ 123 | >-1 | 0 | 0 | 0 | 0 | 3< | -1 | 1 | 128 ]
[ 123 | >-2 | 0 | 0 | 0 | 0 | 3< | -1 | 1 | 128 ]
[ 123 | >-3 | 0 | 0 | 0 | 0 | 2< | -1 | 1 | 128 ]
[ 123 | >-4 | 0 | 0 | 0 | 0 | 2< | -1 | 1 | 128 ]
[ 123 | >-5 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 128 ]
[ 123 | >-6 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 128 ]
[ 123 | >-7 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ 123 | -7 | >0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ 123 | -7 | >0 | 0 | 0 | 0< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-1 | 0 | 0 | 1< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-2 | 0 | 0 | 2< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-3 | 0 | 0 | 3< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-4 | 0 | 0 | 3< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-5 | 0 | 0 | 2< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-6 | 0 | 0 | 2< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | >-7 | 0 | 0 | 1< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >0 | 0 | 1< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >0 | 0 | 0< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-1 | 0 | 0< | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-2 | 0< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-3 | 1< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-4 | 2< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-5 | 3< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-6 | 3< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | >-7 | 2< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >2< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >1< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >0< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-2< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-3< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-5< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-6< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-8< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-9< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-11< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-11< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-12< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-11< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-12< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-12< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-12< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-12< | 0 | 0 | -1 | 1 | 128 ]
[ 123 | -7 | -7 | -7 | >-13< | 0 | 0 | -1 | 1 | 128 ]
