===== Starting battle of <TheWallmaster> vs <MultiVAC> with memory tape size: 13 =====

[ -127 | 0 | 0 | 0 | -80 | 80 | -54< | >63 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -55< | >64 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -56< | >65 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -57< | >66 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -58< | >67 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -59< | >68 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -60< | >69 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -61< | >70 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -62< | >71 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -63< | >72 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -64< | >73 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -65< | >74 | -78 | 78 | 4 | -4 | 128 ]
[ -127 | 0 | 0 | 0 | -80 | 80 | -66< | >75 | -78 | 78 | 4 | -4 | 128 ]
