===== Starting battle of <LightfootPlodder> vs <CropCircleBot> with memory tape size: 29 =====

[ 128 | -4 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1< | 128 ]
[ 128 | -4 | -4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | 1< | 128 ]
[ 128 | -4 | -4 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | 128 ]
[ 128 | -4 | -4 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ 128 | -4 | -4 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ 128 | -4 | -4 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ 128 | -4 | -4 | -4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -1 | 1 | 128 ]
[ 128 | -4 | -4 | -4 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -1< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -1< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -2< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | >4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -2< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -3< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -3< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -4< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -4< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | >4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -5< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -5< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -6< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -6< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -7< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -7< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -8< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -8< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -9< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -9< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -10< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -10< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -11< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -11< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -12< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -12< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -13< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -13< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -14< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -14< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -15< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -15< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -16< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -16< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -17< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -17< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -18< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -18< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -19< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -19< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -20< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -20< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -21< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -21< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -22< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -22< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -23< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -23< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -24< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -24< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -25< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -25< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -26< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -26< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -27< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -27< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -28< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -28< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -29< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -29< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -30< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -30< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -31< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -31< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -32< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -32< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -33< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -33< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -34< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -34< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -35< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -35< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -36< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -36< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -37< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -37< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -38< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -38< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -39< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -39< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -40< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -40< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -41< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -41< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -42< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -42< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -43< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -43< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -44< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -44< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -45< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -45< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -46< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -46< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -47< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -47< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | -1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -48< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -48< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -49< | 1 | 128 ]
[ 128 | -4 | -4 | -4 | 4 | 4 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1 | -49< | 1 | 128 ]
