===== Starting battle of <Roomba> vs <EvoBot1> with memory tape size: 12 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | 0 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | 128 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | 128 ]
[ >-127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 1 | 128 ]
[ >-126 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 1 | 128 ]
[ >-125 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -3 | 1 | 128 ]
[ >-124 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -3 | 1 | 128 ]
[ >-123 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | -3 | 1 | 128 ]
[ >-122 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | -3 | 1 | 128 ]
[ >-121 | 0 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ >-120 | 0 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ >-119 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ >-118 | 0 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ >-118 | 0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -118 | >0< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -118< | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -118< | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -117< | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -116< | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -115< | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -115< | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -116< | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -116< | >-8 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -117< | >-9 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -117< | >-10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -118< | >-10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -118< | -10 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -119< | -10 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -119< | -10 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -120< | -10 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -120< | -10 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -121< | -10 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -121< | -10 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -122< | -10 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -122< | -10 | >-8 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -123< | -10 | >-9 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -123< | -10 | >-10 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -124< | -10 | >-10 | 0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -124< | -10 | -10 | >0 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -125< | -10 | -10 | >-1 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -125< | -10 | -10 | >-2 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -126< | -10 | -10 | >-3 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -126< | -10 | -10 | >-4 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -127< | -10 | -10 | >-5 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ -127< | -10 | -10 | >-6 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 128< | -10 | -10 | >-7 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 128< | -10 | -10 | >-8 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 127< | -10 | -10 | >-9 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 127< | -10 | -10 | >-10 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 126< | -10 | -10 | >-10 | 0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 126< | -10 | -10 | -10 | >0 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 125< | -10 | -10 | -10 | >-1 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 125< | -10 | -10 | -10 | >-2 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 124< | -10 | -10 | -10 | >-3 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 124< | -10 | -10 | -10 | >-4 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 123< | -10 | -10 | -10 | >-5 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 123< | -10 | -10 | -10 | >-6 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 122< | -10 | -10 | -10 | >-7 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 122< | -10 | -10 | -10 | >-8 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 121< | -10 | -10 | -10 | >-9 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 121< | -10 | -10 | -10 | >-10 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 120< | -10 | -10 | -10 | >-10 | 0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 120< | -10 | -10 | -10 | -10 | >0 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 119< | -10 | -10 | -10 | -10 | >-1 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 119< | -10 | -10 | -10 | -10 | >-2 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 118< | -10 | -10 | -10 | -10 | >-3 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 118< | -10 | -10 | -10 | -10 | >-4 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 117< | -10 | -10 | -10 | -10 | >-5 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 117< | -10 | -10 | -10 | -10 | >-6 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 116< | -10 | -10 | -10 | -10 | >-7 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 116< | -10 | -10 | -10 | -10 | >-8 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 115< | -10 | -10 | -10 | -10 | >-9 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 115< | -10 | -10 | -10 | -10 | >-10 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 114< | -10 | -10 | -10 | -10 | >-10 | 0 | 0 | 0 | -3 | 1 | 128 ]
[ 114< | -10 | -10 | -10 | -10 | -10 | >0 | 0 | 0 | -3 | 1 | 128 ]
[ 113< | -10 | -10 | -10 | -10 | -10 | >-1 | 0 | 0 | -3 | 1 | 128 ]
[ 113< | -10 | -10 | -10 | -10 | -10 | >-2 | 0 | 0 | -3 | 1 | 128 ]
[ 112< | -10 | -10 | -10 | -10 | -10 | >-3 | 0 | 0 | -3 | 1 | 128 ]
[ 112< | -10 | -10 | -10 | -10 | -10 | >-4 | 0 | 0 | -3 | 1 | 128 ]
[ 111< | -10 | -10 | -10 | -10 | -10 | >-5 | 0 | 0 | -3 | 1 | 128 ]
[ 111< | -10 | -10 | -10 | -10 | -10 | >-6 | 0 | 0 | -3 | 1 | 128 ]
[ 110< | -10 | -10 | -10 | -10 | -10 | >-7 | 0 | 0 | -3 | 1 | 128 ]
[ 110< | -10 | -10 | -10 | -10 | -10 | >-8 | 0 | 0 | -3 | 1 | 128 ]
[ 109< | -10 | -10 | -10 | -10 | -10 | >-9 | 0 | 0 | -3 | 1 | 128 ]
