===== Starting battle of <FastTrapClearBot> vs <Bigger> with memory tape size: 10 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -127< ]
[ 127 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -127 ]
[ 127 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -127 ]
[ 127 | -1 | >0 | 0 | 0 | 0 | 0 | 0< | -1 | -127 ]
[ 127 | -1 | >-1 | 0 | 0 | 0 | 0 | 1< | -1 | -127 ]
[ 127 | -1 | -1 | >0 | 0 | 0 | 0< | 1 | -1 | -127 ]
[ 127 | -1 | -1 | >-1 | 0 | 0 | 1< | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | >0 | 0< | 1 | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | >-1 | -1< | 1 | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -1< | >-1 | 1 | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -2< | >-2 | 1 | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -3< | -2 | >1 | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -4< | -2 | >0 | 1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -5< | -2 | 0 | >1 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -6< | -2 | 0 | >0 | -1 | -127 ]
[ 127 | -1 | -1 | -1 | -7< | -2 | 0 | 0 | >-1 | -127 ]
[ 127 | -1 | -1 | -1 | -8< | -2 | 0 | 0 | >-2 | -127 ]
[ 127 | -1 | -1 | -1 | -9< | -2 | 0 | 0 | -2 | >-127 ]
[ 127 | -1 | -1 | -1 | -10< | -2 | 0 | 0 | -2 | >-126 ]
[ 127 | -1 | -1 | -1 | -11< | -2 | 0 | 0 | -2 | >-126 ]
[ 127 | -1 | -1 | -1 | -12< | -2 | 0 | 0 | -2 | >-127 ]
[ 127 | -1 | -1 | -1 | -13< | -2 | 0 | 0 | -2 | >-127 ]
[ 127 | -1 | -1 | -1 | -14< | -2 | 0 | 0 | -2 | >128 ]
[ 127 | -1 | -1 | -1 | -15< | -2 | 0 | 0 | -2 | >128 ]
[ 127 | -1 | -1 | -1 | -16< | -2 | 0 | 0 | -2 | >127 ]
[ 127 | -1 | -1 | -1 | -17< | -2 | 0 | 0 | -2 | >127 ]
[ 127 | -1 | -1 | -1 | -18< | -2 | 0 | 0 | -2 | >126 ]
[ 127 | -1 | -1 | -1 | -19< | -2 | 0 | 0 | -2 | >126 ]
[ 127 | -1 | -1 | -1< | -19 | -2 | 0 | 0 | -2 | >125 ]
[ 127 | -1 | -1 | 0< | -19 | -2 | 0 | 0 | -2 | >125 ]
[ 127 | -1 | -1 | 1< | -19 | -2 | 0 | 0 | -2 | >124 ]
[ 127 | -1 | -1 | 2< | -19 | -2 | 0 | 0 | -2 | >124 ]
